# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 48    472  530.63 2872.57  -0.03  -0.07  17.221  0.018  17.250  17.113  17.216   3.574   0.987  55.164   3.511   0.999  50.990   3.983   0.986 -40.643   0.177 0 0 1 
1236 48   2327  208.04 1005.52   0.00  -0.06  17.779  0.018  17.860  17.583  17.814   4.188   0.997  85.156   4.671   0.988 -25.632   7.141   0.972 -30.902   0.284 1061922074002038 0 1 
1236 48   3648  149.23 3418.16  -0.17  -0.14  18.234  0.018  18.359  18.081  18.296   3.954   0.947 -71.256   4.381   0.925 -71.949   6.587   0.918 -68.483   0.446 1061922074003501 0 1 
1236 48   4419 1768.29 3640.45   0.02  -0.04  18.541  0.018  18.580  18.337  18.556   3.669   0.981  57.013   3.650   0.990  60.413   5.165   0.996  79.588   0.159 0 0 1 
1236 48   4621  401.00 2275.62  -0.02  -0.08  18.185  0.018  18.302  18.000  18.245   4.074   0.994 -84.804   4.534   0.986 -63.259   7.178   0.973 -52.606   0.388 1061922074002816 0 1 
1236 48   2836  323.28 1436.99   0.00  -0.07  16.894  0.018  16.923  16.746  16.889   4.065   0.986  66.735   4.307   0.997  89.210   5.472   0.990 -37.545   0.138 1061922074002322 0 1 
1236 48    895  180.57 2553.62  -0.04  -0.07  16.953  0.018  16.994  16.743  16.964   4.598   0.996  75.373   5.277   0.995 -44.106   7.958   0.983 -38.008   0.149 0 2 1 
1236 48   2912 1123.24  746.79   0.01  -0.08  17.225  0.018  17.255  17.006  17.227   4.416   0.986  52.734   4.865   0.994  36.174   7.235   0.992 -20.574   0.113 0 0 1 
1236 48   2878 1225.05 1495.46  -0.01  -0.06  18.320  0.018  18.354  18.154  18.316   3.536   0.984  56.540   3.389   0.997  54.831   4.389   0.991 -41.376   0.160 1061922074002360 0 1 
1236 48   1523 1089.14 1261.51  -0.00  -0.06  16.755  0.018  16.826  16.628  16.785   4.086   0.996  76.843   4.654   0.994 -40.547   6.032   0.979 -34.299   0.313 0 0 1 
1236 48   1457 1508.61 1482.20  -0.03  -0.04  18.453  0.018  18.553  18.229  18.510   4.171   0.995  56.368   4.590   1.000 -80.664   7.616   0.991 -44.754   0.313 1061922074002352 0 1 
1236 48   2965  454.56 2803.75   0.00  -0.05  18.821  0.018  18.858  18.514  18.825   4.261   0.982  64.492   4.589   0.990  56.774   7.937   0.998  10.487   0.111 0 0 1 
1236 48   2121 1455.56 3562.94  -0.00  -0.05  17.239  0.018  17.304  17.053  17.276   4.291   0.994  65.234   4.871   0.997 -52.869   7.143   0.987 -35.149   0.242 0 3 1 
