# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
 219.28    892.04     0.13     0.10   24.087   0.065   24.374  multiple  deblend  1  0  1236  73 
1502.42   3065.69    -0.02     0.14   24.070   0.063   24.285    single  isolate  0  0  1236  73 
 241.60   4074.50     0.16    -0.32   24.059   0.064   24.757    single  isolate  0  0  1236  73 
1522.23   1071.11     0.03     0.10   23.992   0.059   24.060  multiple  isolate  0  2  1236  73 
1297.20   2420.42    -0.03    -0.36   23.941   0.057   23.288    single  isolate  1  0  1236  73 
 277.01   2976.36     0.07     0.11   24.053   0.063   24.577    single  isolate  0  0  1236  73 
  45.24   1719.28    -0.02     0.02   24.066   0.064   24.243    single  isolate  1  0  1236  73 
 618.57   2227.22    -0.08    -0.10   24.103   0.065   24.103    single  isolate  0  0  1236  73 
 676.04   2056.86    -0.03     0.13   24.064   0.063   24.111    single  isolate  1  0  1236  73 
1011.92    157.67    -0.23    -0.05   24.069   0.064   25.141    single  isolate  0  0  1236  73 
1988.69   3811.11    -0.24    -0.14   24.179   0.069   24.751    single  isolate  0  0  1236  73 
 898.52    447.77    -0.08     0.25   24.011   0.061   23.823    single  isolate  0  0  1236  73 
 314.10   3792.40    -0.04    -0.03   24.027   0.062   24.767    single  isolate  0  0  1236  73 
 556.13     61.40     0.33    -0.04   23.973   0.060   24.262    single  isolate  0  0  1236  73 
 741.32   2650.07     0.21    -0.10   24.162   0.068   24.917    single  isolate  0  0  1236  73 
1048.28   1377.22     0.10    -0.19   23.915   0.056   23.772    single  isolate  0  0  1236  73 
1550.71   2979.70     0.22     0.28   24.045   0.061   24.231    single  deblend  0  0  1236  73 
1312.04   1140.12    -0.03     0.18   24.122   0.066   24.444    single  isolate  0  0  1236  73 
1956.44   3124.16    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  73 
1994.73   4144.10     0.15    -0.11   24.056   0.063   23.679    single  isolate  0  0  1236  73 
1286.76   1839.87    -0.13    -0.01   24.053   0.062   24.580    single  isolate  0  0  1236  73 
1057.43   2752.81    -0.04    -0.00   23.982   0.059   24.094    single  isolate  0  0  1236  73 
1539.23    379.25     0.15     0.11   24.115   0.066   24.348    single  isolate  0  0  1236  73 
 313.08   3984.18     0.46     0.08   23.859   0.054   23.895    single  isolate  1  0  1236  73 
1065.16    207.44     0.03     0.23   24.004   0.061   23.787    single  isolate  0  0  1236  73 
 638.09   2430.54    -0.09    -0.06   24.005   0.060   24.719    single  isolate  0  0  1236  73 
1570.71     94.84     0.05     0.11   24.158   0.069   24.109    single  deblend  1  0  1236  73 
 235.41   1496.72     0.23     0.12   24.013   0.061   24.625    single  isolate  0  0  1236  73 
 427.55   3257.93    -0.08    -0.19   23.955   0.058   23.724    single  isolate  1  0  1236  73 
1324.40   3603.31     0.01    -0.10   24.043   0.062   24.318    single  isolate  0  0  1236  73 
 483.32   1551.63     0.08    -0.18   24.196   0.071   24.858    single  isolate  1  0  1236  73 
1987.26   2519.65     0.02     0.03   24.108   0.064   23.874  multiple  deblend  0  0  1236  73 
 352.84   3200.67    -0.00    -0.08   24.044   0.062   24.071    single  isolate  0  0  1236  73 
1797.21    154.91    -0.01    -0.10   24.141   0.067   24.955    single  isolate  0  0  1236  73 
1568.10    628.44    -0.01    -0.11   23.999   0.060   24.083    single  isolate  0  0  1236  73 
1847.70   4122.69     0.03    -0.05   24.044   0.062   24.169    single  isolate  0  0  1236  73 
 683.10   2982.43    -0.08    -0.22   24.133   0.067   24.623    single  isolate  0  0  1236  73 
 474.36    943.64     0.16     0.07   23.980   0.059   24.231    single  isolate  0  0  1236  73 
1107.58    783.79    -0.01    -0.03   23.973   0.059   24.060    single  isolate  0  0  1236  73 
 670.38    682.88    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  73 
1637.90   1874.65     0.12    -0.38   24.062   0.062   24.288  multiple  deblend  0  0  1236  73 
 703.83   3217.10     0.20     0.03   24.158   0.068   24.380    single  isolate  0  0  1236  73 
 369.68   1661.06     0.18    -0.07   24.228   0.073   24.651    single  isolate  0  0  1236  73 
1847.54   3991.25    -0.37    -0.19   23.920   0.056   24.050    single  isolate  1  0  1236  73 
1037.66   1608.94     0.14    -0.04   24.139   0.067   24.674    single  isolate  0  0  1236  73 
1567.24   1574.26    -0.06     0.10   23.882   0.054   24.069    single  isolate  1  0  1236  73 
 117.33   2237.98    -0.29     0.06   23.820   0.052   23.854    single  isolate  0  0  1236  73 
 562.83   3175.44     0.20     0.02   24.079   0.064   24.896    single  isolate  0  0  1236  73 
