# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
 888.51   1731.74    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 402.44   1142.83    -0.59     1.03   25.169   0.175   24.962    single  deblend  0  0  1236  48 
 343.54   1927.09     0.53    -0.83   24.941   0.141   25.259    single  isolate  1  0  1236  48 
 165.59     92.32    -0.68     0.16   24.968   0.149   25.579    single  isolate  0  0  1236  48 
1873.27   3026.32     1.00     0.69   24.876   0.132   24.532  multiple  deblend  1  0  1236  48 
1137.77   1033.68     0.45    -0.05   24.910   0.139   25.091    single  isolate  0  0  1236  48 
 736.52    339.18     0.33     0.27   25.131   0.171   29.162    single  isolate  1  0  1236  48 
1572.10   3027.06     0.17     0.10   24.951   0.141   24.909    single  isolate  0  0  1236  48 
1467.39   3983.15    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1626.37   2228.27     0.88     0.46   25.159   0.171   25.117    single  deblend  1  0  1236  48 
1616.06    986.39    -0.68    -0.67   25.132   0.170      nan    single  isolate  0  0  1236  48 
1345.71   1914.82     0.31    -0.36   24.817   0.126   24.582    single  isolate  0  0  1236  48 
1121.71    553.74    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1218.06   3773.44    -0.59     0.06   24.904   0.134   25.580    single  isolate  0  0  1236  48 
 221.69   3618.51     0.20     0.01   25.026   0.149      nan    single  isolate  1  0  1236  48 
1534.04   2345.90     0.15     0.42   24.323   0.082   24.502    single  isolate  0  0  1236  48 
 709.09   3985.63    -0.39    -0.20   25.044   0.151   25.455    single  isolate  0  0  1236  48 
 464.13   1793.43    -0.04    -0.13   25.060   0.157   24.766    single  isolate  0  0  1236  48 
1421.10   3795.75     0.10    -0.10   24.969   0.142   24.467    single  deblend  1  0  1236  48 
 722.85    377.08    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1513.95    966.50     0.41    -0.15   24.981   0.148   25.402    single  isolate  1  0  1236  48 
 875.83    264.98    -0.58     0.07   24.934   0.143   25.459    single  deblend  0  0  1236  48 
2011.47   4143.19     0.38     0.58   25.045   0.154   26.174    single  isolate  0  0  1236  48 
 710.48   3968.68     0.23     0.04   24.995   0.145   24.666    single  isolate  1  0  1236  48 
 910.13   2224.75    -0.78     0.05   25.110   0.163   27.584    single  deblend  1  0  1236  48 
1383.58   2665.79    -0.17    -0.19   25.106   0.162      nan    single  isolate  0  0  1236  48 
1508.51   2854.89    -0.47     0.04   25.112   0.163   24.965    single  isolate  1  0  1236  48 
1297.56    742.58     0.31     0.30   25.079   0.162   25.971    single  isolate  1  0  1236  48 
 865.62   1864.92    -0.27    -0.21   24.944   0.141   31.103    single  isolate  1  0  1236  48 
 592.81   1303.84    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1540.17   3008.05    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1429.50   1951.78    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 404.96   3737.61     0.11     0.62   25.129   0.163   25.535    single  isolate  0  0  1236  48 
1782.68   4071.28     1.08     0.27   24.406   0.087   23.579    single  deblend  1  0  1236  48 
1495.16   2466.12    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1172.17   2594.64    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1479.60   1345.86    -0.47     0.02   25.002   0.150   24.548    single  deblend  1  0  1236  48 
 597.72   3147.24    -0.24    -0.05   25.171   0.170   25.674    single  isolate  0  0  1236  48 
1724.68   3311.90    -0.43     0.03   25.136   0.167      nan    single  isolate  0  0  1236  48 
 430.70   3175.73    -0.03     0.01   24.925   0.137   25.319    single  isolate  0  0  1236  48 
1664.86    725.51    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 685.42    466.85    -0.01    -0.19   24.814   0.128   25.225    single  isolate  0  0  1236  48 
 361.28   3137.89     0.42    -0.21   24.975   0.143   24.746    single  deblend  0  0  1236  48 
 403.61   1119.32    -0.15    -0.95   25.098   0.164   24.956    single  deblend  1  0  1236  48 
1624.04   1609.93    -0.37     0.85   25.115   0.166   25.284    single  isolate  1  0  1236  48 
 774.36   3190.33     0.03     0.15   24.945   0.139   25.597    single  deblend  0  0  1236  48 
 377.44   2158.47     0.59    -0.05   24.734   0.117   24.088    single  isolate  1  0  1236  48 
1506.96   1190.96     0.14     0.02   24.796   0.126   24.409  multiple  isolate  0  2  1236  48 
1185.81   1234.36    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 161.59    317.75     0.30    -0.35   25.131   0.172   24.606    single  isolate  0  0  1236  48 
 656.85   1266.85    -0.83     0.82   25.153   0.172   25.442    single  isolate  0  0  1236  48 
1098.15    346.54    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 609.76   2865.65    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1454.87   1049.42    -0.07    -0.11   24.770   0.123   25.671    single  isolate  0  0  1236  48 
2007.96    988.01    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 423.33   2255.39    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 931.44    820.74    -0.14    -0.52   24.960   0.145   25.460    single  isolate  0  0  1236  48 
 589.26   1526.20    -0.90     0.09   25.122   0.166   25.105    single  isolate  1  0  1236  48 
1126.39   1352.96    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1535.82   1624.60    -0.02     0.42   24.944   0.142   25.095    single  isolate  0  0  1236  48 
1416.27   3833.92    -1.53    -0.86   24.450   0.090   23.993    single  isolate  1  0  1236  48 
1906.66   3748.58     0.08    -0.57   25.000   0.147   24.825    single  isolate  0  0  1236  48 
 933.55   1861.70    -0.21    -0.13   25.107   0.163   26.152    single  isolate  0  0  1236  48 
 175.47   2901.70    -0.01     0.11   24.953   0.141   26.024    single  isolate  1  0  1236  48 
 851.70    965.39     0.74    -0.61   25.080   0.162   25.306    single  isolate  0  0  1236  48 
 220.47   3772.64    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 286.59   3127.69     0.34     0.42   25.128   0.164   26.722    single  isolate  0  0  1236  48 
1502.16   1561.29    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 136.61   1280.62     0.12    -0.46   25.156   0.173   25.460    single  isolate  1  0  1236  48 
 571.39   3240.51     0.49    -0.24   25.130   0.164   25.737    single  isolate  0  0  1236  48 
 136.48   2841.70    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 798.27   2944.13     0.42     0.04   25.207   0.176   26.788    single  isolate  0  0  1236  48 
1816.60    862.69     0.49     0.25   25.056   0.160   25.967    single  isolate  0  0  1236  48 
 741.69   3491.53    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 107.74   1375.33    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 540.20   2843.36     0.54     0.31   24.702   0.113   24.784    single  isolate  0  0  1236  48 
 973.37   3190.15    -0.44     0.03   24.754   0.118   25.099    single  isolate  0  0  1236  48 
 288.76   2177.34     0.52    -0.33   24.909   0.136   24.915  multiple  deblend  1  0  1236  48 
1486.95   3707.64    -0.32     0.10   25.062   0.155   25.913    single  isolate  1  0  1236  48 
 122.71   3498.45    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 753.27   2162.19    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1396.76   3367.97    -0.09     0.16   25.026   0.150      nan    single  isolate  0  0  1236  48 
1816.43   3160.96     0.30    -0.13   25.049   0.155   25.994    single  isolate  0  0  1236  48 
1567.93   1458.56     0.38     1.11   24.730   0.118   24.587    single  isolate  0  0  1236  48 
1300.43    991.91    -0.83     0.20   25.014   0.153   25.146    single  isolate  0  0  1236  48 
 603.86   3973.74    -0.15     0.33   25.150   0.166   26.024    single  isolate  0  0  1236  48 
1040.40   2997.59     0.39     0.77   24.992   0.145   24.847    single  isolate  0  0  1236  48 
1649.02   1793.19    -0.11    -0.57   25.086   0.161   24.955    single  deblend  1  0  1236  48 
1178.36   3889.18    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1732.91   2899.03    -0.17     0.07   25.159   0.170   25.150    single  deblend  1  0  1236  48 
1903.56     23.41     0.69     0.73   24.786   0.127   24.176    single  isolate  1  0  1236  48 
 802.11    153.97    -0.42    -0.34   25.059   0.161      nan    single  isolate  0  0  1236  48 
 860.21   1535.21    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1486.99    880.51     0.09    -0.30   25.068   0.161      nan    single  isolate  0  0  1236  48 
 294.08    922.06    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
1786.95    714.26     0.06    -0.15   24.990   0.150   24.946    single  isolate  0  0  1236  48 
 239.92   3029.57    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  48 
 790.07   3948.70    -0.05     0.19   24.886   0.132   26.307    single  isolate  0  0  1236  48 
1892.52    544.71    -0.21    -0.04   25.025   0.156   25.761    single  isolate  0  0  1236  48 
 465.45    600.96    -0.11    -0.15   24.837   0.131   26.218    single  isolate  0  0  1236  48 
