# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
 219.28    892.04     0.03    -0.11   24.010   0.063   24.376    single  isolate  0  0  1236  33 
1502.42   3065.69     0.22     0.00   24.013   0.063   23.478  multiple  isolate  0  2  1236  33 
 241.60   4074.50     0.03    -0.04   24.305   0.169      nan    single  isolate  0  0  1236  33 
1522.23   1071.11    -0.11    -0.09   24.211   0.074   24.821    single  isolate  0  0  1236  33 
1297.20   2420.42     0.12    -0.17   24.052   0.065   24.250    single  isolate  0  0  1236  33 
 277.01   2976.36     0.05    -0.28   24.061   0.065   23.884    single  isolate  0  0  1236  33 
  45.24   1719.28    -0.12     0.43   24.160   0.071   24.051    single  deblend  0  0  1236  33 
 618.57   2227.22    -0.83    -0.53   23.680   0.050   23.517    single  isolate  1  0  1236  33 
 676.04   2056.86    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  33 
1011.92    157.67    -0.15     0.28   24.042   0.064   23.809    single  isolate  0  0  1236  33 
1988.69   3811.11    -0.08    -0.16   24.149   0.072   24.374    single  isolate  0  0  1236  33 
 898.52    447.77    -0.96     0.87   23.646   0.048   22.875    single  deblend  1  0  1236  33 
 314.10   3792.40     0.14     0.15   24.054   0.066   24.401    single  isolate  0  0  1236  33 
 556.13     61.40     0.21     0.17   24.105   0.068   24.342    single  isolate  0  0  1236  33 
 741.32   2650.07     0.30    -0.03   23.818   0.055   22.936    single  deblend  1  0  1236  33 
1048.28   1377.22     0.12    -0.11   24.056   0.065   24.129    single  isolate  0  0  1236  33 
1550.71   2979.70    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  33 
1312.04   1140.12     0.05    -0.11   24.033   0.064   24.419    single  isolate  0  0  1236  33 
1956.44   3124.16    -0.03    -0.12   24.048   0.066   24.213    single  isolate  0  0  1236  33 
1994.73   4144.10     0.14     0.07   24.071   0.068   24.119    single  isolate  0  0  1236  33 
1286.76   1839.87     0.05     0.43   24.132   0.069   24.065    single  isolate  1  0  1236  33 
1057.43   2752.81     0.10    -0.16   23.981   0.062   23.622    single  isolate  1  0  1236  33 
1539.23    379.25     0.05     0.06   24.111   0.068   24.034    single  isolate  1  0  1236  33 
 313.08   3984.18    -0.09    -0.11   24.021   0.064   24.551    single  isolate  0  0  1236  33 
1065.16    207.44     0.10    -0.04   24.060   0.065   24.761    single  isolate  0  0  1236  33 
 638.09   2430.54    -0.11     0.42   24.037   0.064   24.423    single  isolate  0  0  1236  33 
1570.71     94.84     0.15     0.14   24.044   0.065   24.379    single  isolate  0  0  1236  33 
 235.41   1496.72     0.37     0.31   23.911   0.058   23.379    single  isolate  1  0  1236  33 
 427.55   3257.93     0.03    -0.07   24.127   0.069   23.784    single  isolate  1  0  1236  33 
1324.40   3603.31    -0.22     0.15   24.037   0.065   24.227    single  isolate  0  0  1236  33 
 483.32   1551.63    -0.06     0.63   23.962   0.060   24.001    single  isolate  1  0  1236  33 
1987.26   2519.65    -0.04    -0.02   24.110   0.069   24.282    single  isolate  0  0  1236  33 
 352.84   3200.67    -0.05    -0.02   24.077   0.066   24.258    single  isolate  0  0  1236  33 
