# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
 888.51   1731.74    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 402.44   1142.83     0.50     0.32   24.683   0.109   24.610    single  isolate  0  0  1236  49 
 343.54   1927.09    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 165.59     92.32     0.04     0.32   24.960   0.138   25.109    single  isolate  0  0  1236  49 
1873.27   3026.32    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1137.77   1033.68    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 736.52    339.18     0.13     0.07   24.858   0.128   26.697    single  isolate  0  0  1236  49 
1572.10   3027.06    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1467.39   3983.15    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1626.37   2228.27     0.18    -0.18   24.988   0.140   24.804    single  isolate  0  0  1236  49 
1616.06    986.39    -0.55    -0.68   24.804   0.122   25.849    single  isolate  0  0  1236  49 
1345.71   1914.82    -0.16     1.10   24.160   0.072   23.905  multiple  isolate  1  2  1236  49 
1121.71    553.74    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1218.06   3773.44    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 221.69   3618.51     1.00     0.23   24.322   0.082   23.485    single  deblend  1  0  1236  49 
1534.04   2345.90     0.78     0.27   24.822   0.122   24.338    single  isolate  1  0  1236  49 
 709.09   3985.63    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 464.13   1793.43     0.64     0.54   24.997   0.142   24.815    single  isolate  0  0  1236  49 
1421.10   3795.75    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 722.85    377.08    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1513.95    966.50    -0.04    -0.84   25.068   0.153   24.182    single  deblend  1  0  1236  49 
 875.83    264.98    -0.23     0.62   24.838   0.126   24.797    single  deblend  0  0  1236  49 
2011.47   4143.19     0.53    -0.19   24.635   0.103   23.528    single  isolate  1  0  1236  49 
 710.48   3968.68     1.04    -0.42   24.987   0.143   24.766    single  deblend  1  0  1236  49 
 910.13   2224.75    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1383.58   2665.79     0.00     0.24   24.897   0.130   26.403    single  isolate  1  0  1236  49 
1508.51   2854.89     0.14    -0.09   25.021   0.144   24.585    single  isolate  0  0  1236  49 
1297.56    742.58    -0.44     0.13   24.801   0.122   24.442    single  deblend  1  0  1236  49 
 865.62   1864.92    -0.83    -0.08   25.035   0.147   25.240    single  isolate  0  0  1236  49 
 592.81   1303.84    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1540.17   3008.05    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1429.50   1951.78    -0.62    -0.08   25.105   0.156   24.745    single  isolate  1  0  1236  49 
 404.96   3737.61     0.03     0.01   25.010   0.146      nan    single  isolate  0  0  1236  49 
1782.68   4071.28    -0.29    -1.35   23.243   0.043   22.916    single  isolate  1  0  1236  49 
1495.16   2466.12    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1172.17   2594.64    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1479.60   1345.86    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 597.72   3147.24     0.19    -0.31   24.780   0.119   25.125    single  isolate  0  0  1236  49 
1724.68   3311.90     0.30    -0.25   24.975   0.138   24.677    single  isolate  0  0  1236  49 
 430.70   3175.73     0.13     0.04   24.926   0.134      nan    single  isolate  0  0  1236  49 
1664.86    725.51    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 685.42    466.85    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 361.28   3137.89    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 403.61   1119.32     0.25     0.17   25.109   0.157   25.934    single  isolate  0  0  1236  49 
1624.04   1609.93     0.61    -0.02   25.056   0.150   25.572    single  isolate  1  0  1236  49 
 774.36   3190.33     0.28     0.26   23.156   0.041   21.843    single  deblend  1  0  1236  49 
 377.44   2158.47    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1506.96   1190.96    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1185.81   1234.36    -0.06    -0.39   24.814   0.122   24.857    single  isolate  1  0  1236  49 
 161.59    317.75    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
 656.85   1266.85    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1098.15    346.54     1.07    -0.76   24.715   0.113   24.897    single  isolate  1  0  1236  49 
 609.76   2865.65    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
1454.87   1049.42    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
2007.96    988.01    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  49 
