# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
 219.28    892.04    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  43 
1502.42   3065.69    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  43 
 241.60   4074.50    -0.02    -0.36   24.051   0.074   24.013    single  isolate  1  0  1236  43 
1522.23   1071.11     0.23     0.13   24.013   0.069   24.143    single  isolate  0  0  1236  43 
1297.20   2420.42     0.27     0.05   24.168   0.078   24.462    single  isolate  0  0  1236  43 
 277.01   2976.36     0.05    -0.25   24.005   0.070   24.009    single  deblend  0  0  1236  43 
  45.24   1719.28    -0.04     0.28   24.048   0.071   24.323    single  isolate  1  0  1236  43 
 618.57   2227.22    -0.10    -0.38   23.870   0.062   24.039    single  isolate  0  0  1236  43 
 676.04   2056.86    -0.30     0.38   23.957   0.066   22.999    single  deblend  1  0  1236  43 
1011.92    157.67    -0.21     0.18   24.076   0.072   24.016    single  isolate  0  0  1236  43 
1988.69   3811.11     0.06    -0.28   24.062   0.073   23.950    single  isolate  1  0  1236  43 
 898.52    447.77    -0.14     0.14   24.149   0.076   24.645    single  isolate  0  0  1236  43 
 314.10   3792.40    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  43 
 556.13     61.40     0.20    -0.06   24.127   0.075   24.069    single  isolate  1  0  1236  43 
 741.32   2650.07     0.06    -0.15   23.961   0.067   24.094    single  isolate  1  0  1236  43 
1048.28   1377.22    -0.08     0.13   24.049   0.071   24.047    single  isolate  0  0  1236  43 
1550.71   2979.70    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  43 
1312.04   1140.12    -0.03    -0.05   24.043   0.070   24.368    single  isolate  0  0  1236  43 
1956.44   3124.16    -0.10    -0.10   24.034   0.071   24.532    single  isolate  0  0  1236  43 
1994.73   4144.10     0.17    -0.06   24.041   0.073   24.048    single  isolate  0  0  1236  43 
1286.76   1839.87     0.14    -0.16   24.040   0.070   24.574    single  isolate  0  0  1236  43 
1057.43   2752.81    -0.03    -0.43   24.148   0.077   24.127    single  deblend  1  0  1236  43 
1539.23    379.25     0.00     0.23   24.080   0.072   24.266    single  isolate  0  0  1236  43 
 313.08   3984.18    -0.05    -0.06   24.069   0.075   24.796    single  isolate  0  0  1236  43 
1065.16    207.44    -0.06    -0.07   23.982   0.067   24.023    single  isolate  1  0  1236  43 
 638.09   2430.54     0.14    -0.16   23.985   0.068   24.286    single  isolate  0  0  1236  43 
1570.71     94.84     0.35    -0.24   24.124   0.075   24.584    single  isolate  0  0  1236  43 
 235.41   1496.72    -0.08    -0.14   24.174   0.078   24.545    single  isolate  0  0  1236  43 
 427.55   3257.93    -0.01     0.09   24.069   0.074   25.040    single  isolate  0  0  1236  43 
1324.40   3603.31    -0.01    -0.22   24.086   0.075   24.360    single  isolate  0  0  1236  43 
 483.32   1551.63    -0.30     0.03   23.768   0.057   23.280    single  deblend  1  0  1236  43 
1987.26   2519.65     0.38    -0.15   24.120   0.076   23.748    single  isolate  1  0  1236  43 
 352.84   3200.67    -0.17     0.03   23.992   0.069   23.891    single  isolate  1  0  1236  43 
1797.21    154.91     0.14     0.06   24.088   0.073   24.166    single  isolate  0  0  1236  43 
