# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
1258.49    652.71    -0.01    -0.00   21.024   0.030   21.055    single  isolate  0  0  1236  59 
1171.30   1266.32     0.01     0.01   21.023   0.030   21.037    single  isolate  0  0  1236  59 
1832.68   3210.27     0.01    -0.05   21.115   0.030   21.101    single  deblend  0  0  1236  59 
 495.98   3174.41    -0.00     0.01   21.016   0.030   20.954    single  isolate  0  0  1236  59 
 839.22   1590.61     0.01    -0.03   21.026   0.030   21.008    single  isolate  0  0  1236  59 
1180.75   3914.05    -0.02    -0.01   21.004   0.029   21.026    single  isolate  0  0  1236  59 
1267.62    325.56    -0.01     0.01   21.027   0.030   21.038    single  isolate  0  0  1236  59 
1351.36   2079.68     0.02    -0.01   21.011   0.030   21.019  multiple  deblend  0  0  1236  59 
1817.65   3132.53    -0.00    -0.01   21.026   0.030   21.046  multiple  deblend  0  0  1236  59 
 720.39   3175.70     0.01    -0.01   21.023   0.030   21.054    single  isolate  0  0  1236  59 
1526.89   1483.68     0.01    -0.01   21.030   0.030   21.029    single  isolate  0  0  1236  59 
1792.41   2873.81     0.01     0.02   21.022   0.030   21.051    single  isolate  0  0  1236  59 
1476.85    542.69     0.01     0.01   21.031   0.030   21.052    single  isolate  0  0  1236  59 
 352.20   2717.10     0.02    -0.01   21.045   0.030   21.062    single  isolate  0  0  1236  59 
 299.89   3708.59     0.00    -0.00   21.037   0.030   21.039    single  isolate  0  0  1236  59 
1832.72   2256.12     0.01    -0.01   21.031   0.030   21.045    single  isolate  0  0  1236  59 
1197.13   3671.34    -0.00     0.01   21.008   0.029   21.027    single  isolate  0  0  1236  59 
 718.12   2381.05     0.02    -0.03   21.027   0.030   21.051    single  isolate  0  0  1236  59 
1915.36    143.70    -0.00    -0.01   21.045   0.030   21.036    single  isolate  0  0  1236  59 
1095.51    207.96    -0.01     0.01   21.020   0.030   21.015    single  isolate  0  0  1236  59 
 851.34   2255.34     0.02     0.01   21.025   0.030   21.036  multiple  isolate  0  2  1236  59 
 225.78   2225.78    -0.01     0.01   21.033   0.030   21.017    single  isolate  0  0  1236  59 
  26.26   3215.00    -0.01     0.01   21.034   0.030   20.865  multiple  deblend  0  0  1236  59 
1424.21    975.52    -0.00    -0.01   21.027   0.030   21.064    single  isolate  0  0  1236  59 
1202.65   1099.39    -0.02    -0.01   21.031   0.030   21.031    single  isolate  0  0  1236  59 
 314.84   3974.82    -0.01    -0.01   21.040   0.030   21.052    single  isolate  0  0  1236  59 
1172.18   2558.52     0.16    -0.06   20.927   0.030   20.548  multiple  deblend  1  0  1236  59 
 127.55   2359.98    -0.03    -0.00   21.046   0.030   21.014  multiple  deblend  0  0  1236  59 
1006.60   2436.36    -0.00     0.02   21.023   0.030   21.031    single  isolate  0  0  1236  59 
  59.35    366.20    -0.01    -0.01   21.045   0.030   20.998    single  isolate  0  0  1236  59 
 597.78    514.47    -0.00     0.01   21.027   0.030   21.035  multiple  deblend  0  0  1236  59 
1843.14    418.08    -0.04    -0.02   21.041   0.030   21.024  multiple  deblend  0  0  1236  59 
 918.97   1960.33    -0.01    -0.02   21.031   0.030   21.017  multiple  deblend  0  0  1236  59 
 227.57    323.79    -0.02    -0.00   21.024   0.030   21.019    single  isolate  0  0  1236  59 
1603.79    938.76     0.01     0.02   21.049   0.030   21.008    single  deblend  0  0  1236  59 
