# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
 219.28    892.04    -0.09    -0.23   23.986   0.063   24.369    single  isolate  0  0  1236  51 
1502.42   3065.69     0.02     0.11   23.799   0.056   23.146  multiple  deblend  1  0  1236  51 
 241.60   4074.50     0.25    -0.01   24.144   0.073   24.452    single  isolate  0  0  1236  51 
1522.23   1071.11     0.02     0.02   24.019   0.065   24.035  multiple  deblend  0  0  1236  51 
1297.20   2420.42    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  51 
 277.01   2976.36     0.00    -0.10   24.137   0.072   24.206    single  isolate  0  0  1236  51 
  45.24   1719.28    -0.02    -0.17   24.153   0.072   24.190    single  isolate  0  0  1236  51 
 618.57   2227.22    -0.04     0.18   24.093   0.070   24.662    single  isolate  0  0  1236  51 
 676.04   2056.86    -0.10    -0.10   23.962   0.063   23.952    single  isolate  1  0  1236  51 
1011.92    157.67     0.18    -0.32   24.026   0.065   23.978    single  deblend  0  0  1236  51 
1988.69   3811.11     0.25    -0.20   24.002   0.066   24.021    single  deblend  0  0  1236  51 
 898.52    447.77    -0.05     0.29   23.917   0.060   24.332    single  deblend  0  0  1236  51 
 314.10   3792.40    -0.23     0.04   24.069   0.069   24.175    single  isolate  0  0  1236  51 
 556.13     61.40    -0.04     0.06   23.884   0.058   23.507    single  deblend  1  0  1236  51 
 741.32   2650.07     0.18     0.21   24.062   0.068   24.163    single  isolate  0  0  1236  51 
1048.28   1377.22    -0.28    -0.00   24.179   0.074   24.748    single  isolate  1  0  1236  51 
1550.71   2979.70    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  51 
1312.04   1140.12    -0.75     0.72   23.441   0.043   23.002  multiple  deblend  1  0  1236  51 
1956.44   3124.16    -0.01     0.07   24.073   0.070   24.356    single  isolate  1  0  1236  51 
1994.73   4144.10     0.27     0.90   24.365   0.090   23.990    single  deblend  1  0  1236  51 
