# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.19     0.19   23.006   0.031  multiple  isolate  1 
1171.30   1266.32     0.06    -0.10   23.030   0.031    single  isolate  0 
1832.68   3210.27     0.08    -0.02   23.036   0.032    single  isolate  0 
 495.98   3174.41     0.08     0.10   23.037   0.032    single  isolate  0 
 839.22   1590.61    -0.06     0.08   23.044   0.032    single  isolate  0 
1180.75   3914.05     0.07    -0.10   22.995   0.031    single  deblend  0 
1267.62    325.56    -0.06    -0.06   23.032   0.031    single  isolate  0 
1351.36   2079.68     0.01     0.05   23.071   0.032    single  isolate  0 
1817.65   3132.53     0.01    -0.07   23.041   0.032    single  deblend  0 
 720.39   3175.70    -0.03    -0.01   23.046   0.032    single  isolate  0 
1526.89   1483.68     0.14     0.00   23.047   0.032    single  isolate  0 
1792.41   2873.81     0.03     0.13   23.013   0.032  multiple  isolate  0 
1792.41   2873.81    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 352.20   2717.10     0.01    -0.04   23.033   0.032  multiple  isolate  0 
 299.89   3708.59     0.06     0.08   23.077   0.033    single  isolate  0 
1832.72   2256.12     0.07    -0.07   22.998   0.031    single  isolate  0 
1197.13   3671.34     0.14    -0.13   22.893   0.030  multiple  deblend  1 
 718.12   2381.05     0.07     0.09   23.030   0.032    single  isolate  0 
1915.36    143.70     0.06    -0.01   23.012   0.031    single  isolate  0 
1095.51    207.96     0.05    -0.18   23.016   0.031    single  deblend  0 
 851.34   2255.34    -0.04    -0.08   22.997   0.031    single  isolate  1 
 225.78   2225.78     0.01     0.08   23.043   0.032    single  isolate  0 
  26.26   3215.00    -0.01    -0.16   23.061   0.033    single  isolate  0 
1424.21    975.52    -0.03     0.10   23.073   0.032    single  isolate  0 
1202.65   1099.39     0.02     0.02   23.075   0.032    single  isolate  0 
 314.84   3974.82     0.15     0.07   23.088   0.033    single  isolate  0 
1172.18   2558.52    -0.06    -0.07   22.978   0.031    single  isolate  0 
 127.55   2359.98    -0.14    -0.00   22.898   0.029    single  isolate  0 
1006.60   2436.36     0.03     0.12   22.998   0.031    single  deblend  1 
