# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.12     0.07   24.183   0.077    single  isolate  0 
1171.30   1266.32     0.18    -0.13   24.051   0.069    single  isolate  0 
1832.68   3210.27     0.09     0.28   24.084   0.068    single  deblend  1 
 495.98   3174.41    -0.35     0.26   24.145   0.073    single  deblend  1 
 839.22   1590.61    -0.05    -0.29   24.093   0.072    single  isolate  0 
1180.75   3914.05    -0.23    -0.13   24.148   0.071    single  isolate  0 
1267.62    325.56     0.01     0.01   23.946   0.064    single  isolate  0 
1351.36   2079.68     0.06     0.05   24.115   0.072    single  isolate  1 
1817.65   3132.53    -0.16    -0.09   24.070   0.067    single  isolate  0 
 720.39   3175.70     0.06     0.02   24.035   0.067  multiple  deblend  0 
1526.89   1483.68     0.07     0.01   24.051   0.069    single  isolate  1 
1792.41   2873.81    -0.03     0.03   24.105   0.070    single  isolate  0 
1476.85    542.69    -0.32    -0.44   23.955   0.065    single  deblend  1 
 352.20   2717.10    -0.23     0.11   24.145   0.073    single  isolate  0 
 299.89   3708.59    -0.60    -0.46   23.451   0.044    single  isolate  1 
1832.72   2256.12     0.16     0.18   23.952   0.063    single  isolate  1 
1197.13   3671.34    -0.04     0.05   23.988   0.063    single  deblend  0 
 718.12   2381.05     0.22    -0.26   23.994   0.066    single  isolate  0 
1915.36    143.70     0.01    -0.11   24.110   0.072    single  isolate  1 
1095.51    207.96     0.01     0.00   24.071   0.071    single  deblend  1 
 851.34   2255.34     0.27     0.06   23.876   0.060    single  isolate  0 
 225.78   2225.78     0.09    -0.08   23.987   0.065    single  isolate  0 
  26.26   3215.00     0.04    -0.06   23.643   0.050    single  isolate  1 
1424.21    975.52    -0.20    -0.12   24.074   0.071    single  isolate  0 
1202.65   1099.39     0.06     0.07   23.993   0.066    single  isolate  0 
 314.84   3974.82    -0.15    -0.10   24.094   0.068    single  isolate  0 
1172.18   2558.52     0.05     0.09   23.905   0.061    single  isolate  0 
 127.55   2359.98    -0.10     0.19   23.990   0.065    single  deblend  0 
1006.60   2436.36    -0.08     0.10   24.226   0.079    single  isolate  0 
  59.35    366.20    -0.15     0.01   24.163   0.075    single  isolate  0 
 597.78    514.47     0.28    -0.06   23.983   0.066    single  deblend  1 
1843.14    418.08    -0.40     0.22   24.027   0.068    single  isolate  0 
 918.97   1960.33     0.12    -0.16   23.944   0.064  multiple  deblend  0 
 227.57    323.79    -0.02     0.06   24.140   0.074    single  isolate  0 
1603.79    938.76    -0.12     0.02   24.033   0.068    single  isolate  0 
1521.32   1254.48     0.01    -0.14   24.101   0.072    single  isolate  0 
2004.15   2751.57    -0.48    -0.08   23.807   0.055    single  isolate  1 
  57.19    161.76     0.22     0.05   23.746   0.055    single  deblend  1 
1694.76   1725.94     0.07    -0.11   24.000   0.066    single  deblend  1 
1397.62   3258.72    -0.02    -0.05   24.013   0.065    single  isolate  0 
1955.97     68.74    -0.01    -0.09   24.060   0.069    single  isolate  1 
 653.42    608.02    -0.16     0.10   24.073   0.071    single  isolate  0 
1408.40   1217.83     0.08    -0.08   24.104   0.072    single  isolate  1 
1942.03   1722.83    -0.04     0.12   24.223   0.078    single  isolate  0 
1942.03   1722.83    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1782.05   2792.46     0.06    -0.11   24.142   0.072    single  isolate  0 
 361.18    265.41     0.29     0.13   24.004   0.067    single  deblend  1 
  98.84   1149.29    -0.08    -0.91   23.528   0.047    single  deblend  1 
  98.84   1149.29    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1778.54   3596.49     0.04     0.13   24.172   0.072    single  isolate  0 
1409.30   2162.54    -0.14    -0.32   24.306   0.085    single  deblend  1 
 649.23    404.14    -0.01     0.03   24.025   0.068    single  isolate  0 
1626.79   2980.32    -0.16    -0.09   24.070   0.068    single  deblend  0 
 417.89   3238.36    -0.26    -0.10   24.071   0.069    single  isolate  0 
 302.12   3902.85     0.14    -0.23   23.917   0.060    single  isolate  1 
1365.46   3798.82     0.23    -0.00   24.089   0.068    single  isolate  0 
  75.44   2229.77    -0.16     0.11   23.936   0.063    single  isolate  0 
 816.42   3888.02    -0.01    -0.08   23.876   0.058    single  isolate  0 
 713.70   2789.23    -0.12     0.03   23.983   0.065    single  isolate  0 
 713.70   2789.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
  20.73    550.17     0.27    -0.17   24.181   0.076    single  isolate  0 
 923.02   1489.35    -0.19     0.03   24.058   0.070    single  deblend  0 
 609.49   3755.03     0.02    -0.19   24.068   0.068    single  isolate  0 
 857.05   4142.86    -0.01     0.03   23.965   0.061  multiple  deblend  1 
1815.08   3448.19     0.17    -0.25   23.967   0.062    single  deblend  1 
1382.24   3810.80    -0.08    -0.10   23.966   0.062    single  isolate  1 
1382.24   3810.80    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1271.59   2698.30     0.22     0.09   24.000   0.065    single  isolate  1 
1271.59   2698.30    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1271.59   2698.30    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1413.47   2058.81    -0.00    -0.03   24.018   0.067    single  isolate  0 
1526.63   2657.32     0.13     0.32   24.016   0.066    single  deblend  1 
 851.10   3947.54     0.09     0.09   24.055   0.066    single  isolate  0 
 205.73   1659.96    -0.12     0.25   24.021   0.067    single  isolate  0 
1640.13   1581.43    -0.75    -0.23   23.299   0.041    single  deblend  1 
 445.03   3784.29    -0.06     0.02   24.234   0.077    single  deblend  1 
1101.37   3519.15    -0.32     0.76   25.044   0.157    single  deblend  1 
 217.78   2472.23     0.11     0.02   24.011   0.066    single  isolate  0 
 217.78   2472.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1525.29   2600.24     0.27    -0.36   23.972   0.064    single  isolate  0 
 879.25   3663.97     0.23    -0.17   24.005   0.064    single  isolate  0 
 818.24   2246.35     0.03     0.24   24.156   0.075    single  deblend  1 
 818.24   2246.35    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 561.98   1494.40     0.14     0.15   23.971   0.065    single  deblend  0 
1881.08   1513.95     0.15     0.10   23.947   0.063  multiple  isolate  0 
 296.27   1872.45    -0.06    -0.10   24.016   0.067    single  deblend  1 
1925.17    285.35    -0.15    -0.29   24.010   0.066  multiple  deblend  0 
 626.98   4150.53    -0.07     0.60   23.461   0.045    single  deblend  1 
 430.63   1853.73     0.09     0.09   24.033   0.068    single  isolate  0 
 281.34   2190.02    -0.21    -0.03   24.038   0.068    single  isolate  0 
 857.61   1910.59    -0.00     0.08   23.966   0.065    single  isolate  0 
 861.40   1315.57     0.10     0.17   24.027   0.068    single  isolate  0 
1141.23   1801.01     0.33     0.07   23.847   0.059  multiple  isolate  0 
