# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71     0.03    -0.01   23.677   0.051    single  deblend  1 
1171.30   1266.32    -0.03     0.11   24.055   0.067    single  isolate  0 
1832.68   3210.27     0.09     0.19   24.226   0.074    single  isolate  0 
1832.68   3210.27    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 839.22   1590.61     0.10     0.08   24.015   0.065    single  isolate  0 
1180.75   3914.05    -0.98     0.16   23.949   0.059    single  isolate  1 
1267.62    325.56    -0.05    -0.13   23.993   0.065    single  isolate  0 
1351.36   2079.68     0.70    -0.57   20.399   0.023  multiple  isolate  1 
1817.65   3132.53     0.01     0.13   24.087   0.066    single  isolate  0 
 720.39   3175.70     0.06     0.10   24.027   0.064    single  deblend  0 
1526.89   1483.68    -0.03     0.92   23.576   0.047    single  isolate  1 
1792.41   2873.81     0.01    -0.15   23.969   0.061    single  deblend  0 
1476.85    542.69    -0.13    -0.21   24.130   0.072    single  isolate  0 
 352.20   2717.10     0.26     0.21   24.299   0.080    single  isolate  0 
 299.89   3708.59     0.26    -0.07   24.027   0.063    single  isolate  1 
1832.72   2256.12     0.13    -0.12   23.942   0.060    single  isolate  0 
1197.13   3671.34    -0.11    -0.29   23.988   0.061    single  isolate  0 
 718.12   2381.05    -0.20    -0.20   23.989   0.063    single  isolate  0 
1915.36    143.70     0.29     0.15   24.169   0.076    single  deblend  0 
1095.51    207.96    -0.01    -0.04   24.071   0.069  multiple  isolate  0 
 851.34   2255.34     0.13    -0.15   23.978   0.063    single  isolate  0 
 225.78   2225.78    -0.21    -0.20   24.326   0.082    single  isolate  0 
  26.26   3215.00    -0.05    -0.12   23.715   0.050    single  deblend  1 
1424.21    975.52    -0.10     0.07   23.965   0.063    single  isolate  0 
1202.65   1099.39     0.02    -0.19   23.979   0.064    single  isolate  0 
 314.84   3974.82    -0.03    -0.21   24.106   0.067    single  isolate  0 
1172.18   2558.52     0.09     0.13   24.041   0.065    single  isolate  0 
 127.55   2359.98     0.12     0.13   24.034   0.065  multiple  isolate  0 
1006.60   2436.36    -0.14    -0.20   24.108   0.069    single  isolate  0 
  59.35    366.20     0.09    -0.04   24.161   0.072    single  isolate  0 
 597.78    514.47     0.06    -0.11   24.111   0.071    single  deblend  0 
1843.14    418.08     0.18     0.03   24.215   0.077    single  isolate  0 
 918.97   1960.33     0.01    -0.10   24.215   0.076    single  isolate  0 
 227.57    323.79    -0.06    -0.01   23.965   0.062    single  deblend  0 
 227.57    323.79    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1521.32   1254.48    -0.21    -0.03   23.911   0.060    single  isolate  0 
2004.15   2751.57    -0.19     0.06   24.159   0.071    single  isolate  0 
  57.19    161.76    -0.06     0.07   24.123   0.070    single  isolate  0 
1694.76   1725.94     0.01     0.50   24.038   0.066    single  isolate  0 
1397.62   3258.72     0.00     0.23   24.006   0.063    single  isolate  0 
1955.97     68.74    -0.07    -0.46   24.165   0.075    single  deblend  0 
 653.42    608.02     0.17     0.11   24.138   0.072    single  isolate  0 
1408.40   1217.83     0.05     0.11   24.051   0.067    single  deblend  0 
1942.03   1722.83    -0.25    -0.05   24.066   0.067    single  isolate  0 
 865.24   2797.12     0.04     0.06   23.971   0.062    single  deblend  0 
1782.05   2792.46    -0.01    -0.04   24.136   0.070    single  isolate  0 
1782.05   2792.46    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
  98.84   1149.29     0.16    -0.10   23.952   0.061    single  deblend  1 
  98.84   1149.29    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1778.54   3596.49    -0.21     0.03   24.058   0.064    single  isolate  0 
1409.30   2162.54    -0.21     0.19   24.116   0.070    single  isolate  0 
