# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71     0.12     0.00   24.098   0.065    single  isolate  0 
1171.30   1266.32     0.09     0.30   23.951   0.057    single  isolate  0 
1832.68   3210.27    -0.06     0.14   24.035   0.061    single  isolate  1 
 495.98   3174.41    -0.20    -0.23   23.988   0.060    single  isolate  0 
 839.22   1590.61     0.09    -0.14   24.058   0.063    single  isolate  0 
1180.75   3914.05    -0.01     0.09   24.028   0.061  multiple  deblend  0 
1267.62    325.56    -0.03    -0.20   23.986   0.059    single  isolate  0 
1351.36   2079.68     0.12     0.17   24.060   0.063    single  deblend  0 
1817.65   3132.53     0.05    -0.08   23.929   0.056    single  isolate  0 
 720.39   3175.70     0.08    -0.16   24.024   0.061    single  isolate  1 
1526.89   1483.68     0.26    -0.11   24.131   0.066    single  isolate  0 
1792.41   2873.81    -0.17     0.03   24.060   0.062    single  isolate  1 
1476.85    542.69    -0.09    -0.09   24.035   0.061    single  isolate  0 
 352.20   2717.10    -0.10    -0.12   24.061   0.063    single  isolate  0 
 299.89   3708.59    -0.02     0.24   24.143   0.068    single  isolate  0 
1832.72   2256.12     0.02     0.09   24.143   0.067    single  isolate  0 
1197.13   3671.34    -0.10     0.01   24.008   0.060    single  isolate  0 
 718.12   2381.05     0.14    -0.01   24.053   0.063    single  isolate  1 
1915.36    143.70    -0.61     0.14   23.761   0.049    single  isolate  1 
1095.51    207.96     0.01    -0.30   24.005   0.061    single  isolate  0 
 851.34   2255.34    -0.31     0.48   24.030   0.062    single  deblend  1 
 225.78   2225.78    -0.14     0.10   24.099   0.065    single  isolate  0 
  26.26   3215.00    -0.05    -0.11   24.121   0.067  multiple  deblend  1 
1424.21    975.52    -0.69    -0.61   23.177   0.033    single  isolate  1 
1202.65   1099.39     0.21    -0.15   24.121   0.066  multiple  deblend  0 
 314.84   3974.82     0.00     0.13   24.137   0.068    single  isolate  1 
1172.18   2558.52    -0.07    -0.01   23.867   0.053    single  isolate  1 
 127.55   2359.98     0.17     0.09   24.131   0.067    single  isolate  0 
1006.60   2436.36    -0.96     0.65   23.646   0.045    single  isolate  1 
  59.35    366.20    -0.18     0.31   24.030   0.063    single  deblend  0 
 597.78    514.47    -0.18    -0.31   24.100   0.066    single  isolate  0 
1843.14    418.08    -0.30    -0.15   24.128   0.066    single  isolate  0 
 918.97   1960.33    -0.08    -0.30   24.072   0.063    single  isolate  0 
 227.57    323.79    -0.06     0.12   24.078   0.065    single  isolate  0 
1603.79    938.76    -0.15    -0.08   23.983   0.059    single  isolate  0 
1521.32   1254.48     0.18    -0.03   24.034   0.061    single  isolate  0 
2004.15   2751.57     0.08    -0.01   23.781   0.050    single  isolate  0 
  57.19    161.76     0.09     0.25   24.037   0.063    single  deblend  1 
1694.76   1725.94     0.15    -0.15   23.940   0.056    single  isolate  0 
1397.62   3258.72    -0.25     0.34   24.138   0.067    single  isolate  0 
1955.97     68.74     0.09    -0.21   24.068   0.063    single  isolate  0 
 653.42    608.02    -0.16    -0.16   24.249   0.075    single  deblend  0 
1408.40   1217.83    -0.14     0.08   24.048   0.062    single  isolate  0 
1942.03   1722.83    -0.09     0.03   24.176   0.069    single  isolate  0 
 865.24   2797.12     0.03     0.08   24.122   0.066    single  isolate  0 
1782.05   2792.46     0.19    -0.11   24.018   0.060    single  isolate  0 
 361.18    265.41     0.00     0.22   24.041   0.063  multiple  isolate  1 
  98.84   1149.29     0.18    -0.20   24.134   0.068    single  deblend  0 
 191.10   3450.08    -0.12    -0.18   24.092   0.065    single  isolate  0 
1778.54   3596.49     0.04     0.14   24.090   0.064    single  isolate  0 
1409.30   2162.54     0.01     0.07   23.775   0.050    single  deblend  1 
 649.23    404.14    -0.28     0.09   24.091   0.065    single  deblend  0 
1626.79   2980.32     0.07     0.06   24.068   0.063  multiple  deblend  1 
 417.89   3238.36    -0.38    -0.13   24.102   0.065  multiple  isolate  0 
 302.12   3902.85     0.03     0.19   23.971   0.059    single  isolate  0 
1365.46   3798.82     0.10    -0.08   23.889   0.055    single  isolate  0 
  75.44   2229.77     0.05     0.05   24.057   0.063    single  isolate  0 
 816.42   3888.02    -0.20     0.04   23.870   0.054    single  isolate  1 
 713.70   2789.23    -0.05     0.26   23.985   0.059    single  isolate  0 
 314.89    996.49     0.18     0.11   24.070   0.064    single  isolate  0 
  20.73    550.17     0.27    -0.17   24.108   0.067    single  isolate  1 
 923.02   1489.35    -0.00    -0.10   24.095   0.065    single  isolate  0 
 923.02   1489.35    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
