# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.64     0.08   23.586   0.047    single  isolate  1 
1171.30   1266.32    -0.44     0.05   24.112   0.067    single  isolate  0 
1832.68   3210.27    -0.00     0.17   23.998   0.062    single  isolate  0 
 495.98   3174.41    -0.03    -0.08   24.043   0.063    single  isolate  0 
 839.22   1590.61     0.17     0.21   24.016   0.062    single  isolate  1 
1180.75   3914.05     0.18    -0.11   24.053   0.064    single  isolate  0 
1267.62    325.56    -0.20    -0.14   24.084   0.066    single  isolate  1 
1351.36   2079.68    -0.09     0.09   24.105   0.066    single  isolate  0 
1817.65   3132.53    -0.19     0.24   24.030   0.063    single  isolate  0 
 720.39   3175.70     0.08    -0.09   23.949   0.059    single  deblend  0 
1526.89   1483.68    -0.01    -0.14   24.098   0.066    single  isolate  0 
1792.41   2873.81     0.02     0.10   24.144   0.069  multiple  deblend  0 
1476.85    542.69    -0.01    -0.02   24.103   0.066    single  isolate  0 
 352.20   2717.10    -0.12    -0.31   24.052   0.064    single  isolate  0 
 299.89   3708.59    -0.10     0.33   24.116   0.067  multiple  isolate  0 
1832.72   2256.12     0.21    -0.07   24.095   0.066    single  deblend  0 
1197.13   3671.34    -0.09    -0.04   24.124   0.067    single  isolate  0 
 718.12   2381.05     0.20    -0.14   24.088   0.065    single  isolate  0 
1915.36    143.70     0.23    -0.16   24.062   0.065    single  isolate  1 
1095.51    207.96     0.41     0.25   23.912   0.058    single  isolate  1 
 851.34   2255.34    -0.18    -0.07   24.133   0.067    single  isolate  0 
 225.78   2225.78     0.15     0.08   24.078   0.065    single  isolate  0 
  26.26   3215.00    -0.10     0.11   24.016   0.062    single  isolate  0 
1424.21    975.52    -0.22     0.05   24.063   0.064    single  isolate  0 
1424.21    975.52    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 314.84   3974.82    -0.28     0.11   24.071   0.065    single  deblend  0 
1172.18   2558.52     0.03     0.06   23.968   0.060    single  isolate  0 
 127.55   2359.98    -0.04     0.14   24.069   0.065    single  isolate  0 
1006.60   2436.36    -0.15     0.15   24.199   0.071    single  isolate  1 
1006.60   2436.36    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 597.78    514.47     0.11    -0.12   23.991   0.062    single  isolate  0 
1843.14    418.08    -0.06     0.01   24.011   0.062    single  isolate  0 
 918.97   1960.33    -0.00    -0.04   23.970   0.060    single  deblend  0 
 227.57    323.79     0.10    -0.06   23.962   0.061    single  isolate  0 
1603.79    938.76    -0.03     0.02   24.056   0.064    single  isolate  0 
1521.32   1254.48     0.04     0.05   24.043   0.064    single  isolate  0 
2004.15   2751.57     0.05    -0.23   24.051   0.064    single  deblend  0 
  57.19    161.76    -0.22     0.08   24.094   0.067    single  deblend  0 
1694.76   1725.94    -0.12     0.10   24.125   0.068  multiple  deblend  0 
1397.62   3258.72    -0.15    -0.20   24.118   0.067    single  isolate  0 
1955.97     68.74    -0.13    -0.10   24.157   0.069    single  isolate  0 
 653.42    608.02     0.29    -0.10   24.017   0.063    single  isolate  0 
1408.40   1217.83    -0.19     0.10   24.046   0.064    single  deblend  0 
1942.03   1722.83     0.09     0.20   24.174   0.070    single  deblend  0 
 865.24   2797.12     0.10    -0.05   24.112   0.066    single  isolate  0 
1782.05   2792.46    -0.15    -0.28   24.046   0.064    single  isolate  0 
 361.18    265.41     0.05    -0.03   24.001   0.062    single  isolate  0 
  98.84   1149.29     0.29    -0.03   24.080   0.066    single  isolate  0 
 191.10   3450.08    -0.11    -0.03   24.112   0.067    single  isolate  0 
1778.54   3596.49    -0.00    -0.21   23.970   0.061  multiple  deblend  0 
1409.30   2162.54    -0.06     0.20   24.094   0.066    single  deblend  1 
 649.23    404.14     0.07    -0.38   24.039   0.064    single  deblend  0 
1626.79   2980.32     0.14    -0.04   24.104   0.066    single  isolate  0 
 417.89   3238.36    -0.17    -0.21   24.054   0.064    single  isolate  1 
 302.12   3902.85     0.13    -0.04   24.024   0.062    single  isolate  0 
1365.46   3798.82    -0.05     0.09   24.080   0.065    single  isolate  0 
  75.44   2229.77    -0.02     0.02   23.975   0.061    single  isolate  0 
 816.42   3888.02    -0.17     0.18   24.023   0.062    single  isolate  0 
 713.70   2789.23     0.22     0.05   24.088   0.065    single  isolate  0 
 314.89    996.49    -0.03    -0.13   24.014   0.063    single  deblend  0 
  20.73    550.17     0.27    -0.17   23.983   0.062    single  isolate  0 
 923.02   1489.35     0.10     0.12   23.972   0.060    single  isolate  0 
 609.49   3755.03    -0.11     0.04   24.102   0.066    single  deblend  0 
 857.05   4142.86    -0.08     0.61   23.830   0.055    single  isolate  1 
1815.08   3448.19    -0.14    -0.13   24.069   0.065    single  deblend  0 
1382.24   3810.80     0.22     0.18   24.031   0.063    single  isolate  0 
 553.19   1256.28    -0.13     0.15   24.011   0.062    single  deblend  0 
1271.59   2698.30     0.07    -0.29   24.127   0.067    single  deblend  0 
 583.07   1864.82     0.12    -0.22   23.995   0.061    single  deblend  1 
1962.83   3339.10    -0.20     0.29   23.942   0.059  multiple  deblend  0 
1413.47   2058.81    -0.04     0.28   24.101   0.066    single  isolate  0 
1526.63   2657.32     0.20    -0.00   24.054   0.064    single  isolate  0 
 851.10   3947.54    -0.04    -0.24   24.027   0.062    single  isolate  0 
 205.73   1659.96    -0.01     0.19   23.882   0.057    single  isolate  1 
1640.13   1581.43     0.00    -0.08   24.028   0.063    single  isolate  1 
 445.03   3784.29    -0.04    -0.31   24.070   0.064  multiple  isolate  1 
1101.37   3519.15    -0.14    -0.00   24.109   0.066    single  isolate  0 
 217.78   2472.23    -0.10    -0.29   23.992   0.061    single  isolate  0 
 250.68   3273.76    -0.09    -0.18   23.959   0.060    single  isolate  0 
1525.29   2600.24    -0.08     0.11   24.021   0.062    single  isolate  0 
 879.25   3663.97    -0.19     0.04   24.095   0.066    single  isolate  0 
 818.24   2246.35     0.03     0.02   24.074   0.065    single  isolate  0 
 120.71   3185.01    -0.08     0.04   24.096   0.066    single  isolate  0 
 561.98   1494.40     0.20     0.28   23.965   0.060  multiple  isolate  1 
1881.08   1513.95     0.02    -0.04   23.967   0.060  multiple  isolate  1 
 296.27   1872.45    -0.05     0.07   23.999   0.062    single  isolate  0 
1925.17    285.35    -0.18     0.10   24.126   0.068    single  isolate  0 
 626.98   4150.53     0.12    -0.07   24.088   0.065    single  isolate  0 
 626.98   4150.53    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 281.34   2190.02     0.11    -0.02   24.051   0.064    single  isolate  0 
 857.61   1910.59    -0.01    -0.30   24.028   0.063    single  isolate  0 
 861.40   1315.57     0.02     0.14   24.040   0.063    single  isolate  0 
1141.23   1801.01    -0.09    -0.11   23.981   0.061    single  isolate  0 
1465.47   3875.69    -0.26    -0.06   24.114   0.067    single  isolate  1 
1352.07    599.12     0.04     0.33   24.028   0.063    single  isolate  0 
1395.05   2188.98     0.07    -0.33   24.180   0.070    single  isolate  1 
1053.37   3296.30     0.06    -0.19   24.024   0.062    single  isolate  0 
 394.14   1624.12     0.20    -0.51   23.896   0.057    single  isolate  1 
1782.00    969.57    -0.11    -0.07   24.053   0.064    single  isolate  0 
1090.03    837.17    -0.24    -0.03   24.222   0.072    single  isolate  0 
