# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.01     0.02   23.021   0.028    single  isolate  1 
1171.30   1266.32     0.09    -0.14   22.981   0.027    single  isolate  0 
1832.68   3210.27     0.06     0.05   23.023   0.028    single  deblend  0 
 495.98   3174.41    -0.05     0.11   23.016   0.028  multiple  deblend  0 
 839.22   1590.61    -0.01     0.04   23.034   0.028    single  isolate  0 
1180.75   3914.05    -0.06    -0.00   23.024   0.028    single  isolate  0 
1267.62    325.56     0.04    -0.02   23.041   0.028  multiple  deblend  0 
1351.36   2079.68    -0.01    -0.05   23.064   0.029    single  isolate  0 
1817.65   3132.53     0.09     0.05   23.099   0.029    single  isolate  0 
 720.39   3175.70    -0.01    -0.08   23.017   0.028    single  isolate  0 
1526.89   1483.68    -0.00    -0.04   23.067   0.029    single  isolate  0 
1792.41   2873.81    -0.02     0.04   23.014   0.028  multiple  deblend  0 
1476.85    542.69     0.07    -0.07   23.032   0.028  multiple  isolate  0 
 352.20   2717.10    -0.04    -0.03   23.017   0.028    single  isolate  0 
 299.89   3708.59     0.03     0.01   23.049   0.029    single  isolate  0 
1832.72   2256.12     0.05     0.04   23.046   0.028    single  isolate  0 
1197.13   3671.34    -0.03    -0.21   23.198   0.031    single  deblend  0 
 718.12   2381.05     0.02    -0.02   23.062   0.029    single  isolate  0 
1915.36    143.70     0.13     0.20   22.881   0.026    single  isolate  1 
1095.51    207.96     0.03     0.09   23.070   0.029    single  isolate  0 
 851.34   2255.34     0.03    -0.03   23.061   0.029    single  deblend  0 
 225.78   2225.78    -0.02     0.12   23.030   0.028    single  isolate  0 
  26.26   3215.00    -0.03    -0.02   23.015   0.028  multiple  isolate  0 
1424.21    975.52    -0.03    -0.05   23.055   0.028    single  isolate  0 
1202.65   1099.39    -0.08     0.06   23.040   0.028    single  isolate  0 
 314.84   3974.82    -0.01    -0.07   23.050   0.029    single  deblend  0 
1172.18   2558.52    -0.03    -0.02   23.019   0.028    single  isolate  0 
 127.55   2359.98    -0.08     0.02   23.048   0.029    single  isolate  0 
1006.60   2436.36    -0.02    -0.03   23.121   0.030    single  isolate  0 
  59.35    366.20     0.10    -0.02   23.014   0.028    single  deblend  0 
 597.78    514.47     0.01    -0.10   23.020   0.028    single  isolate  0 
1843.14    418.08     0.15     0.13   22.865   0.026    single  isolate  1 
 918.97   1960.33     0.12    -0.03   23.068   0.029    single  isolate  0 
 227.57    323.79    -0.06    -0.06   23.019   0.028    single  isolate  0 
1603.79    938.76     0.17     0.12   22.952   0.027  multiple  isolate  0 
1521.32   1254.48    -0.02     0.05   23.034   0.028    single  isolate  0 
2004.15   2751.57     0.03     0.16   23.025   0.028    single  isolate  0 
  57.19    161.76     0.07    -0.04   22.969   0.027  multiple  deblend  0 
1694.76   1725.94     0.01     0.04   23.051   0.028    single  isolate  0 
1397.62   3258.72    -0.05    -0.06   23.029   0.028    single  isolate  0 
1955.97     68.74     0.04    -0.04   23.042   0.029    single  isolate  0 
1955.97     68.74    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1408.40   1217.83    -0.03    -0.01   23.072   0.029    single  isolate  0 
1942.03   1722.83    -0.03     0.05   23.061   0.029    single  isolate  0 
 865.24   2797.12    -0.01    -0.10   23.032   0.028  multiple  isolate  0 
1782.05   2792.46     0.71     0.09   23.419   0.037    single  deblend  1 
 361.18    265.41    -0.01    -0.03   23.017   0.028    single  isolate  0 
  98.84   1149.29     0.03     0.03   23.023   0.028    single  deblend  0 
 191.10   3450.08    -0.01    -0.11   23.013   0.028    single  deblend  0 
1778.54   3596.49     0.02    -0.00   23.072   0.029  multiple  deblend  0 
1409.30   2162.54     0.04     0.10   23.040   0.028    single  isolate  0 
 649.23    404.14    -0.03    -0.17   23.047   0.028    single  isolate  0 
1626.79   2980.32     0.07    -0.02   23.002   0.027    single  isolate  0 
 417.89   3238.36     0.06     0.06   22.993   0.028    single  isolate  0 
 302.12   3902.85    -0.04     0.07   23.000   0.028    single  deblend  0 
1365.46   3798.82    -0.01     0.12   23.036   0.028    single  deblend  0 
  75.44   2229.77     0.08    -0.04   22.985   0.028    single  isolate  0 
 816.42   3888.02     0.02     0.03   22.941   0.027  multiple  isolate  0 
 713.70   2789.23    -0.09     0.05   23.019   0.028    single  isolate  0 
 314.89    996.49    -0.09     0.04   23.001   0.028    single  isolate  0 
  20.73    550.17     0.27    -0.17   23.408   0.037    single  deblend  0 
 923.02   1489.35    -0.04     0.03   22.955   0.027    single  deblend  0 
 609.49   3755.03     1.74     0.19   21.879   0.018  multiple  deblend  1 
 857.05   4142.86     0.01     0.11   23.061   0.029    single  deblend  0 
1815.08   3448.19    -0.01    -0.09   23.028   0.028    single  isolate  0 
1382.24   3810.80    -0.04    -0.05   23.031   0.028    single  deblend  0 
 553.19   1256.28     0.00     0.04   23.012   0.028    single  isolate  0 
1271.59   2698.30     0.06    -0.03   23.017   0.028    single  isolate  0 
 583.07   1864.82    -0.15    -0.17   22.894   0.026    single  isolate  1 
1962.83   3339.10     0.07    -0.05   23.018   0.028  multiple  deblend  0 
1413.47   2058.81     0.03     0.00   23.071   0.029    single  isolate  0 
1526.63   2657.32     0.03     0.08   23.017   0.028    single  isolate  0 
 851.10   3947.54     0.05    -0.11   23.006   0.028    single  isolate  0 
 205.73   1659.96    -0.08    -0.02   23.012   0.028    single  isolate  0 
1640.13   1581.43     0.01     0.03   23.031   0.028    single  isolate  0 
