# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71     0.05    -0.02   23.040   0.033    single  isolate  0 
1171.30   1266.32     0.11    -0.13   23.067   0.033    single  isolate  0 
1832.68   3210.27     0.18    -0.02   22.940   0.031    single  isolate  1 
 495.98   3174.41     0.01     0.06   23.072   0.033    single  isolate  0 
 839.22   1590.61    -0.03    -0.02   23.050   0.033  multiple  isolate  0 
1180.75   3914.05    -0.13     0.09   22.930   0.031    single  isolate  1 
1267.62    325.56    -0.00     0.12   23.039   0.033    single  isolate  0 
1351.36   2079.68    -0.11    -0.02   23.063   0.033  multiple  isolate  0 
1817.65   3132.53    -0.07    -0.03   23.043   0.033    single  isolate  0 
 720.39   3175.70     0.11    -0.01   23.011   0.032  multiple  deblend  0 
1526.89   1483.68     0.07    -0.06   23.037   0.033    single  deblend  0 
1792.41   2873.81     0.07     0.10   23.010   0.032    single  isolate  0 
1476.85    542.69     0.01     0.07   23.018   0.032    single  isolate  0 
 352.20   2717.10     0.01    -0.00   23.086   0.033    single  isolate  0 
 299.89   3708.59     0.08     0.09   23.008   0.032    single  isolate  0 
1832.72   2256.12     0.09    -0.02   23.040   0.033    single  isolate  0 
1197.13   3671.34     0.01     0.14   23.019   0.032    single  isolate  0 
 718.12   2381.05     0.01    -0.06   23.082   0.033    single  deblend  0 
1915.36    143.70    -0.05    -0.08   23.046   0.033  multiple  deblend  0 
1095.51    207.96     0.01     0.02   23.044   0.033    single  isolate  0 
 851.34   2255.34    -0.00    -0.04   23.095   0.033    single  isolate  0 
 225.78   2225.78     0.07     0.03   23.043   0.032  multiple  deblend  0 
  26.26   3215.00     0.08     0.09   23.016   0.032    single  isolate  0 
1424.21    975.52    -0.04    -0.10   23.076   0.033    single  isolate  0 
1202.65   1099.39     0.06    -0.01   23.041   0.033  multiple  deblend  0 
 314.84   3974.82     0.01     0.00   23.047   0.033    single  isolate  0 
1172.18   2558.52    -0.00     0.03   23.041   0.033    single  isolate  0 
 127.55   2359.98     0.04     0.06   23.415   0.040    single  deblend  0 
1006.60   2436.36    -0.01    -0.03   23.032   0.032    single  isolate  0 
  59.35    366.20     0.00     0.21   22.906   0.030    single  isolate  1 
 597.78    514.47     0.03    -0.06   23.246   0.036    single  deblend  1 
1843.14    418.08    -0.09    -0.02   23.078   0.033    single  isolate  0 
