# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71     0.11    -0.18   24.024   0.069    single  isolate  0 
1171.30   1266.32    -0.03     0.05   24.099   0.072    single  isolate  0 
1832.68   3210.27    -0.17     0.04   24.094   0.071    single  isolate  0 
 495.98   3174.41     0.04    -0.07   24.004   0.066    single  isolate  0 
 839.22   1590.61     0.04    -0.34   24.148   0.074    single  isolate  0 
1180.75   3914.05     0.00    -0.17   24.085   0.071    single  isolate  0 
1267.62    325.56     0.08     0.03   23.952   0.067  multiple  deblend  1 
1351.36   2079.68    -0.03     0.03   24.016   0.068    single  isolate  1 
1817.65   3132.53    -0.04     0.12   24.081   0.071    single  isolate  0 
 720.39   3175.70    -0.60    -0.59   24.022   0.068    single  deblend  1 
1526.89   1483.68     0.22     0.08   23.990   0.067    single  deblend  1 
1792.41   2873.81    -0.20     0.02   24.128   0.073    single  isolate  0 
1476.85    542.69    -0.07     0.03   24.015   0.069    single  isolate  0 
 352.20   2717.10     0.01     0.11   24.023   0.067  multiple  deblend  0 
 299.89   3708.59    -0.14     0.06   24.228   0.077    single  isolate  1 
1832.72   2256.12    -0.21    -0.04   24.062   0.070    single  isolate  1 
1197.13   3671.34     0.07     0.30   24.415   0.091    single  deblend  0 
1197.13   3671.34    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1915.36    143.70    -0.14    -0.00   23.914   0.066    single  deblend  0 
1095.51    207.96     0.16    -0.19   24.084   0.073    single  isolate  0 
 851.34   2255.34     0.12    -0.18   23.969   0.065    single  isolate  0 
 225.78   2225.78     0.02    -0.05   24.166   0.074  multiple  deblend  0 
  26.26   3215.00    -0.19     0.10   24.171   0.074    single  isolate  0 
1424.21    975.52     0.06    -0.03   23.931   0.065    single  isolate  0 
1202.65   1099.39    -0.21     0.10   24.079   0.071    single  isolate  0 
 314.84   3974.82     0.11    -0.11   24.115   0.071    single  isolate  1 
1172.18   2558.52     0.09    -0.13   24.000   0.066    single  isolate  0 
 127.55   2359.98     0.17    -0.06   24.092   0.070  multiple  deblend  0 
1006.60   2436.36    -0.06     0.06   24.083   0.070    single  isolate  0 
  59.35    366.20     0.10    -0.12   24.032   0.069    single  deblend  0 
 597.78    514.47    -0.17     0.06   24.108   0.073    single  deblend  1 
1843.14    418.08    -0.04     0.00   24.029   0.071    single  isolate  0 
 918.97   1960.33    -0.05     0.01   24.080   0.070    single  isolate  0 
 227.57    323.79    -0.02     0.05   24.050   0.070  multiple  deblend  1 
1603.79    938.76    -0.07     0.23   23.852   0.062    single  isolate  1 
1521.32   1254.48    -0.41     0.42   23.775   0.058    single  isolate  1 
2004.15   2751.57    -0.06    -0.20   23.956   0.065    single  isolate  1 
2004.15   2751.57    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
2004.15   2751.57    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1397.62   3258.72    -0.52    -0.26   23.862   0.061    single  isolate  1 
1955.97     68.74     0.01    -0.09   24.235   0.083    single  isolate  0 
 653.42    608.02     0.04     0.23   24.042   0.070    single  isolate  0 
1408.40   1217.83     0.06     0.01   23.932   0.065    single  deblend  0 
1942.03   1722.83     0.02    -0.08   24.180   0.077    single  isolate  0 
 865.24   2797.12    -0.05     0.21   24.064   0.069    single  isolate  0 
