# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.04    -0.01   23.987   0.062    single  isolate  0 
1171.30   1266.32     0.02     0.20   24.045   0.064    single  isolate  0 
1832.68   3210.27     0.02     0.13   24.057   0.066    single  isolate  0 
 495.98   3174.41    -0.09    -0.16   23.993   0.062    single  isolate  0 
 839.22   1590.61     0.09    -0.05   24.140   0.070    single  isolate  0 
1180.75   3914.05    -0.05    -0.16   24.196   0.074    single  isolate  0 
1267.62    325.56    -0.13    -0.30   24.009   0.062    single  isolate  1 
1351.36   2079.68    -0.01    -0.01   24.049   0.065    single  isolate  0 
1817.65   3132.53    -0.22     0.09   24.022   0.064    single  isolate  0 
 720.39   3175.70     0.09    -0.18   23.983   0.062    single  isolate  0 
1526.89   1483.68     0.18    -0.35   23.913   0.058    single  isolate  0 
1792.41   2873.81     0.15    -0.02   24.044   0.065    single  isolate  1 
1476.85    542.69     0.28     0.05   24.046   0.064    single  isolate  0 
 352.20   2717.10    -0.00     0.12   24.165   0.071    single  isolate  0 
 299.89   3708.59     0.18     0.33   24.058   0.066    single  isolate  0 
1832.72   2256.12     0.20    -0.18   24.075   0.067    single  isolate  0 
1197.13   3671.34     0.13    -0.02   23.989   0.062    single  isolate  1 
 718.12   2381.05    -0.09    -0.35   24.055   0.065    single  isolate  0 
1915.36    143.70    -0.22    -0.24   24.030   0.064    single  isolate  0 
1095.51    207.96     0.02    -0.05   24.025   0.063    single  isolate  0 
 851.34   2255.34    -0.13    -0.27   24.009   0.063    single  isolate  0 
 225.78   2225.78     0.04    -0.12   24.080   0.067    single  isolate  0 
  26.26   3215.00    -0.09     0.39   24.017   0.064    single  isolate  0 
1424.21    975.52     0.15    -0.06   23.980   0.061  multiple  isolate  0 
1202.65   1099.39    -0.06    -0.30   24.203   0.073  multiple  isolate  1 
 314.84   3974.82    -0.09    -0.07   23.961   0.061  multiple  isolate  0 
1172.18   2558.52    -0.34     0.05   24.017   0.063    single  isolate  0 
 127.55   2359.98    -0.07    -0.23   24.022   0.064    single  isolate  0 
1006.60   2436.36     0.17    -0.11   24.095   0.067    single  isolate  1 
  59.35    366.20     0.41     0.19   23.879   0.058    single  isolate  0 
 597.78    514.47    -0.10    -0.24   24.039   0.065    single  isolate  0 
1843.14    418.08    -0.26    -0.21   23.949   0.060    single  isolate  0 
 918.97   1960.33    -0.13     0.14   24.086   0.067    single  isolate  0 
 227.57    323.79    -0.15     0.07   24.118   0.069    single  isolate  0 
1603.79    938.76    -0.03     0.01   24.107   0.068    single  isolate  0 
1521.32   1254.48     0.32     0.02   24.078   0.066    single  deblend  0 
2004.15   2751.57    -0.13     0.18   23.937   0.060    single  isolate  0 
  57.19    161.76     0.16    -0.05   23.992   0.063    single  isolate  0 
1694.76   1725.94     0.19    -0.02   24.013   0.063    single  isolate  0 
1397.62   3258.72    -0.20    -0.17   24.055   0.066    single  isolate  1 
1955.97     68.74     0.06     0.16   24.139   0.069    single  isolate  0 
 653.42    608.02    -0.08     0.25   24.077   0.066    single  isolate  0 
1408.40   1217.83     0.06     0.15   23.791   0.053    single  isolate  1 
1942.03   1722.83     0.04     0.08   24.045   0.065    single  isolate  0 
1942.03   1722.83    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
