# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.12     0.31   23.820   0.053    single  deblend  1 
1171.30   1266.32    -0.10     0.05   24.050   0.063    single  isolate  1 
1832.68   3210.27     0.46    -0.53   23.888   0.057    single  isolate  1 
 495.98   3174.41     0.19     0.08   24.062   0.065    single  isolate  0 
 839.22   1590.61     0.22     0.37   23.948   0.059    single  isolate  1 
1180.75   3914.05    -0.07     0.16   24.204   0.074    single  isolate  0 
1267.62    325.56     0.23    -0.16   24.114   0.066    single  isolate  1 
1351.36   2079.68    -0.27    -0.12   23.913   0.057    single  isolate  1 
1817.65   3132.53     0.02     0.11   24.112   0.068    single  isolate  1 
 720.39   3175.70     0.10     0.19   24.076   0.066    single  isolate  0 
1526.89   1483.68    -0.05    -0.03   24.069   0.064  multiple  isolate  1 
1792.41   2873.81     0.41     0.15   24.069   0.065    single  isolate  0 
1476.85    542.69    -0.01     0.11   23.950   0.058    single  isolate  0 
 352.20   2717.10    -0.03    -0.28   24.020   0.062    single  isolate  0 
 299.89   3708.59     0.27     0.14   24.046   0.064    single  isolate  0 
1832.72   2256.12     0.01     0.35   24.049   0.064    single  isolate  1 
1832.72   2256.12    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 718.12   2381.05     0.09    -0.12   24.034   0.063    single  isolate  0 
1915.36    143.70    -0.14    -0.10   24.100   0.065    single  deblend  0 
1095.51    207.96    -0.04    -0.24   23.980   0.060    single  isolate  1 
 851.34   2255.34    -0.03     0.21   24.000   0.062    single  isolate  0 
 225.78   2225.78    -0.17     0.13   23.985   0.060    single  isolate  0 
  26.26   3215.00     0.11    -0.09   23.986   0.061    single  isolate  0 
1424.21    975.52     0.30    -0.15   23.996   0.061    single  isolate  1 
1202.65   1099.39     0.11     0.02   24.003   0.061    single  isolate  0 
 314.84   3974.82     0.10    -0.03   24.045   0.065    single  isolate  0 
1172.18   2558.52     0.09     0.12   24.034   0.063    single  isolate  0 
1172.18   2558.52    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1006.60   2436.36    -0.25     0.02   24.082   0.066    single  isolate  0 
  59.35    366.20    -0.03    -0.01   24.023   0.061    single  isolate  0 
 597.78    514.47    -0.20     0.19   24.177   0.070    single  isolate  0 
1843.14    418.08     0.25    -0.58   23.887   0.055    single  isolate  1 
 918.97   1960.33     0.04     0.14   23.968   0.060    single  isolate  0 
 227.57    323.79     0.04     0.09   23.987   0.060    single  isolate  0 
1603.79    938.76     0.04    -0.29   24.005   0.061    single  deblend  0 
1521.32   1254.48    -0.13    -0.39   24.085   0.065    single  isolate  0 
2004.15   2751.57     0.28    -0.01   23.987   0.061    single  isolate  0 
  57.19    161.76    -0.13     0.07   24.145   0.068    single  isolate  0 
1694.76   1725.94    -0.10     0.01   24.100   0.066    single  isolate  0 
1397.62   3258.72     0.13     0.03   23.886   0.057    single  deblend  1 
1955.97     68.74     0.04     0.00   24.082   0.064  multiple  isolate  0 
 653.42    608.02     0.20    -0.04   24.086   0.065    single  isolate  0 
1408.40   1217.83     0.11     0.02   23.970   0.060    single  isolate  0 
