# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.23    -0.20   23.958   0.061  multiple  deblend  1 
1171.30   1266.32     0.14    -0.17   23.920   0.059    single  isolate  1 
1832.68   3210.27     0.05    -0.03   24.057   0.065    single  isolate  0 
 495.98   3174.41     0.15    -0.04   24.018   0.063    single  isolate  0 
 839.22   1590.61     0.17    -0.18   23.952   0.060    single  isolate  0 
1180.75   3914.05     0.02    -0.06   24.013   0.063    single  isolate  0 
1267.62    325.56    -0.14     0.07   24.011   0.064    single  isolate  0 
1351.36   2079.68    -0.19     0.14   23.998   0.062    single  isolate  1 
1817.65   3132.53    -0.11     0.06   24.025   0.063    single  isolate  0 
 720.39   3175.70     0.10     0.12   24.082   0.066    single  isolate  1 
1526.89   1483.68     0.00     0.12   24.109   0.069    single  isolate  0 
1792.41   2873.81    -0.07    -0.09   23.995   0.062    single  isolate  0 
1476.85    542.69     0.12     0.19   23.981   0.063    single  isolate  0 
 352.20   2717.10     0.27     0.09   24.023   0.063    single  isolate  0 
 299.89   3708.59    -0.03    -0.04   24.002   0.061    single  isolate  0 
 299.89   3708.59    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1197.13   3671.34    -0.23     0.17   23.925   0.058    single  isolate  0 
 718.12   2381.05    -0.25     0.18   24.152   0.070    single  isolate  0 
1915.36    143.70     0.10    -0.22   23.970   0.062    single  isolate  0 
1095.51    207.96     0.06    -0.01   24.047   0.067    single  isolate  0 
 851.34   2255.34    -0.19     0.08   24.001   0.062    single  isolate  0 
 225.78   2225.78     0.06     0.16   24.054   0.065    single  isolate  0 
  26.26   3215.00     0.08    -0.04   23.788   0.052    single  isolate  1 
1424.21    975.52     0.03     0.42   23.742   0.052  multiple  isolate  1 
1202.65   1099.39    -0.09    -0.14   23.975   0.062    single  isolate  0 
 314.84   3974.82    -0.24     0.08   23.999   0.061    single  isolate  0 
1172.18   2558.52     0.64    -0.28   24.764   0.122    single  deblend  0 
 127.55   2359.98    -0.17     0.07   24.068   0.065    single  isolate  0 
1006.60   2436.36    -0.14     0.17   23.898   0.057  multiple  deblend  1 
  59.35    366.20     0.11     0.17   23.917   0.060  multiple  deblend  1 
 597.78    514.47     0.04     0.05   24.023   0.065    single  isolate  0 
1843.14    418.08     0.20    -0.05   23.985   0.063  multiple  deblend  1 
 918.97   1960.33    -0.07    -0.15   23.958   0.060  multiple  isolate  0 
 227.57    323.79    -0.25    -0.06   24.027   0.065    single  deblend  0 
1603.79    938.76     0.02    -0.05   24.027   0.065    single  isolate  1 
1521.32   1254.48     0.39     0.30   24.143   0.071    single  deblend  0 
2004.15   2751.57    -0.10     0.00   23.951   0.060    single  isolate  0 
  57.19    161.76     0.03     0.05   24.218   0.077    single  deblend  0 
1694.76   1725.94    -0.05    -0.17   23.909   0.058    single  deblend  1 
1397.62   3258.72    -0.04     0.17   24.002   0.062  multiple  deblend  0 
1955.97     68.74     0.01     0.08   23.993   0.063    single  isolate  0 
 653.42    608.02    -0.23    -0.14   23.963   0.062    single  isolate  0 
