# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.07     0.57   24.013   0.069    single  isolate  1 
1171.30   1266.32    -0.21     0.17   23.974   0.067    single  isolate  0 
1832.68   3210.27    -0.06    -0.25   23.982   0.069    single  isolate  0 
 495.98   3174.41    -0.01     0.14   24.131   0.076    single  isolate  0 
 839.22   1590.61    -0.12     0.11   24.047   0.070  multiple  deblend  0 
1180.75   3914.05    -0.24    -0.00   23.948   0.066    single  isolate  0 
1267.62    325.56     0.08     0.07   24.107   0.074    single  isolate  0 
1351.36   2079.68     0.17     0.11   24.072   0.073    single  deblend  0 
1817.65   3132.53     0.17     0.18   24.037   0.072  multiple  isolate  0 
 720.39   3175.70     0.53    -1.17   23.398   0.044    single  deblend  1 
1526.89   1483.68     0.01     0.07   24.047   0.071    single  deblend  0 
1792.41   2873.81    -0.25     0.20   23.915   0.065    single  isolate  0 
1476.85    542.69     0.18    -0.20   24.020   0.070    single  isolate  1 
 352.20   2717.10    -0.07     0.15   24.102   0.074    single  deblend  0 
 299.89   3708.59     0.42    -0.16   23.402   0.044    single  isolate  1 
1832.72   2256.12     0.25     0.19   24.109   0.076    single  isolate  0 
1197.13   3671.34     0.06     0.15   24.043   0.071    single  isolate  0 
 718.12   2381.05     0.20    -0.15   23.983   0.067    single  isolate  0 
 718.12   2381.05    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1095.51    207.96     0.00     0.07   24.126   0.075    single  isolate  0 
 851.34   2255.34    -0.07     0.05   24.192   0.080    single  isolate  1 
 225.78   2225.78    -0.22    -0.14   24.033   0.070    single  isolate  1 
  26.26   3215.00    -0.21     0.18   24.121   0.076    single  isolate  1 
1424.21    975.52    -0.05    -0.04   24.125   0.076    single  isolate  0 
1202.65   1099.39     0.26     0.04   24.104   0.074    single  isolate  1 
 314.84   3974.82     0.39     0.03   23.972   0.068  multiple  deblend  0 
1172.18   2558.52     0.35    -0.17   23.986   0.068  multiple  deblend  0 
 127.55   2359.98    -0.12    -0.06   24.018   0.069    single  isolate  0 
1006.60   2436.36     0.07    -0.08   24.246   0.084  multiple  isolate  0 
  59.35    366.20     0.01    -0.01   24.164   0.077    single  isolate  1 
 597.78    514.47    -0.08     0.07   24.120   0.074    single  isolate  1 
1843.14    418.08     0.01     0.11   24.265   0.087    single  isolate  0 
 918.97   1960.33    -0.13    -0.02   24.032   0.070    single  isolate  0 
 227.57    323.79     0.12     0.09   23.892   0.062    single  isolate  1 
1603.79    938.76     0.32    -0.07   24.085   0.074    single  isolate  0 
1521.32   1254.48    -0.07     0.28   24.148   0.078    single  isolate  0 
2004.15   2751.57     0.20     0.21   24.023   0.071    single  isolate  0 
  57.19    161.76    -0.14    -0.16   24.090   0.072    single  isolate  0 
1694.76   1725.94    -0.02     0.16   24.142   0.078    single  isolate  0 
1397.62   3258.72    -0.11    -0.10   23.919   0.065    single  isolate  0 
1397.62   3258.72    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 653.42    608.02     0.21    -0.21   23.959   0.065    single  isolate  1 
 653.42    608.02    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1942.03   1722.83    -0.17    -0.12   24.106   0.076    single  deblend  0 
 865.24   2797.12    -0.20     0.08   24.037   0.070    single  isolate  0 
1782.05   2792.46    -0.15     0.15   24.030   0.071    single  isolate  1 
 361.18    265.41     0.06     0.01   23.961   0.065    single  isolate  0 
 361.18    265.41    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 191.10   3450.08     0.03    -0.10   24.162   0.079    single  deblend  0 
1778.54   3596.49     0.23    -0.00   23.974   0.068    single  isolate  0 
1409.30   2162.54    -0.15     0.25   24.171   0.079    single  isolate  0 
 649.23    404.14    -0.14     0.23   24.155   0.076    single  isolate  1 
1626.79   2980.32    -0.30     0.05   23.913   0.064    single  isolate  1 
 417.89   3238.36    -0.08     0.46   24.076   0.073    single  isolate  0 
 302.12   3902.85    -0.03    -0.06   23.979   0.068    single  isolate  1 
1365.46   3798.82     0.17     0.13   24.188   0.081    single  deblend  0 
  75.44   2229.77     0.12    -0.10   23.965   0.066    single  isolate  0 
 816.42   3888.02    -0.14    -0.20   24.009   0.069    single  deblend  0 
 713.70   2789.23    -0.06    -0.01   24.023   0.070    single  deblend  0 
 314.89    996.49     0.17    -0.07   23.968   0.066    single  isolate  0 
  20.73    550.17     0.27    -0.17   24.041   0.069    single  isolate  0 
 923.02   1489.35    -0.23    -0.12   24.134   0.076    single  isolate  0 
 609.49   3755.03    -0.12     0.06   23.998   0.069    single  isolate  0 
 857.05   4142.86    -0.08    -0.09   24.087   0.074    single  isolate  0 
1815.08   3448.19     0.20    -0.18   24.081   0.074    single  isolate  0 
1382.24   3810.80     0.04     0.21   24.058   0.072    single  isolate  0 
 553.19   1256.28    -0.31    -0.19   23.971   0.066    single  isolate  0 
1271.59   2698.30    -0.15    -0.25   24.174   0.079    single  isolate  0 
 583.07   1864.82    -0.20     0.14   24.052   0.071  multiple  deblend  0 
1962.83   3339.10    -0.05     0.10   23.932   0.066    single  isolate  0 
1413.47   2058.81    -0.08    -0.03   23.972   0.067    single  isolate  0 
1526.63   2657.32     0.13     0.00   24.058   0.072    single  isolate  1 
 851.10   3947.54    -0.02     0.04   23.985   0.068    single  isolate  0 
 205.73   1659.96     0.16    -0.14   24.054   0.071    single  isolate  0 
1640.13   1581.43     0.06    -0.15   23.840   0.061    single  isolate  1 
 445.03   3784.29    -0.08    -0.35   24.034   0.071    single  isolate  0 
1101.37   3519.15    -0.07     0.28   24.115   0.075    single  isolate  0 
 217.78   2472.23    -0.04    -0.21   23.958   0.066    single  isolate  0 
 250.68   3273.76     0.16    -0.24   24.002   0.069    single  isolate  0 
1525.29   2600.24     0.05     0.13   24.060   0.072    single  isolate  0 
 879.25   3663.97     0.14    -0.12   24.089   0.074    single  isolate  0 
 818.24   2246.35    -0.24     0.01   23.939   0.065    single  isolate  0 
