# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
1258.49    652.71    -0.05     0.03   23.084   0.037   23.077    single  isolate  0  0  1236  64 
1171.30   1266.32     0.07    -0.06   23.029   0.036   23.080    single  isolate  0  0  1236  64 
1832.68   3210.27     0.04     0.11   23.059   0.036   23.000    single  deblend  0  0  1236  64 
 495.98   3174.41    -0.12     0.09   23.073   0.036   23.045    single  deblend  0  0  1236  64 
 839.22   1590.61    -0.02    -0.12   23.049   0.036   23.213    single  isolate  0  0  1236  64 
1180.75   3914.05    -0.09    -0.06   23.081   0.036   23.266    single  isolate  0  0  1236  64 
1267.62    325.56     0.00    -0.00   22.995   0.036   22.863    single  isolate  0  0  1236  64 
1351.36   2079.68     0.04     0.02   23.056   0.036   22.976    single  isolate  0  0  1236  64 
1817.65   3132.53    -0.07    -0.04   23.051   0.036   23.227    single  isolate  0  0  1236  64 
 720.39   3175.70     0.02    -0.01   23.027   0.036   23.162  multiple  deblend  0  0  1236  64 
1526.89   1483.68     0.03     0.00   23.031   0.036   22.969    single  isolate  1  0  1236  64 
1792.41   2873.81    -0.00     0.02   23.059   0.036   23.313    single  isolate  0  0  1236  64 
1476.85    542.69    -0.11    -0.15   23.005   0.036   22.839  multiple  deblend  1  0  1236  64 
 352.20   2717.10    -0.09     0.03   23.070   0.037   23.075    single  isolate  0  0  1236  64 
 299.89   3708.59    -0.20    -0.04   22.758   0.032   22.507    single  isolate  1  0  1236  64 
1832.72   2256.12     0.07     0.08   22.994   0.035   23.043    single  isolate  0  0  1236  64 
1197.13   3671.34    -0.01     0.01   23.004   0.035   22.661  multiple  isolate  0  2  1236  64 
 718.12   2381.05     0.09    -0.11   23.008   0.036   23.039    single  isolate  0  0  1236  64 
1915.36    143.70     0.00    -0.04   23.060   0.037   22.992    single  isolate  1  0  1236  64 
1095.51    207.96     0.04     0.03   23.054   0.037   22.887    single  deblend  1  0  1236  64 
 851.34   2255.34     0.12     0.03   22.958   0.035   22.934    single  isolate  0  0  1236  64 
 225.78   2225.78     0.04    -0.03   23.004   0.036   23.092    single  isolate  0  0  1236  64 
 225.78   2225.78    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  64 
1424.21    975.52    -0.09    -0.06   23.042   0.036   23.326    single  isolate  0  0  1236  64 
1202.65   1099.39     0.02     0.03   23.008   0.036   23.059    single  isolate  0  0  1236  64 
 314.84   3974.82    -0.06    -0.03   23.059   0.036   23.179    single  isolate  0  0  1236  64 
1172.18   2558.52     0.02     0.04   22.966   0.035   22.933    single  isolate  0  0  1236  64 
 127.55   2359.98    -0.08     0.06   23.008   0.036   22.907  multiple  deblend  0  0  1236  64 
1006.60   2436.36    -0.04     0.04   23.099   0.037   23.284    single  isolate  0  0  1236  64 
  59.35    366.20    -0.06     0.00   23.093   0.037   23.958    single  isolate  0  0  1236  64 
 597.78    514.47     0.19     0.11   22.971   0.035   22.692  multiple  deblend  1  0  1236  64 
1843.14    418.08    -0.18     0.09   23.030   0.036   23.138    single  isolate  0  0  1236  64 
 918.97   1960.33     0.06    -0.06   22.986   0.035   23.061    single  deblend  0  0  1236  64 
 227.57    323.79    -0.02     0.03   23.070   0.037   23.353    single  isolate  0  0  1236  64 
1603.79    938.76    -0.05     0.01   23.024   0.036   23.162    single  isolate  0  0  1236  64 
1521.32   1254.48     0.02    -0.07   23.049   0.036   23.101    single  isolate  0  0  1236  64 
2004.15   2751.57    -0.19    -0.03   22.938   0.034   22.900    single  isolate  1  0  1236  64 
  57.19    161.76     0.09     0.02   22.920   0.035   22.310    single  deblend  1  0  1236  64 
1694.76   1725.94     0.02    -0.03   23.008   0.036   22.756    single  deblend  1  0  1236  64 
1397.62   3258.72    -0.01    -0.02   23.021   0.036   23.107    single  isolate  0  0  1236  64 
1955.97     68.74    -0.01    -0.04   23.038   0.036   23.030    single  isolate  0  0  1236  64 
 653.42    608.02    -0.04     0.04   23.045   0.037   23.026    single  isolate  0  0  1236  64 
1408.40   1217.83     0.04    -0.03   23.052   0.037   22.974    single  isolate  0  0  1236  64 
1942.03   1722.83    -0.03     0.05   23.100   0.037   23.139    single  isolate  0  0  1236  64 
 865.24   2797.12     0.32     0.50   22.991   0.035   22.447    single  deblend  1  0  1236  64 
1782.05   2792.46     0.02    -0.04   23.073   0.036   23.064    single  isolate  0  0  1236  64 
 361.18    265.41     0.11     0.07   23.024   0.036   23.061    single  deblend  1  0  1236  64 
  98.84   1149.29     0.29    -0.10   22.834   0.033   22.540  multiple  deblend  1  0  1236  64 
  98.84   1149.29    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  64 
1778.54   3596.49     0.02     0.04   23.098   0.037   23.099    single  isolate  0  0  1236  64 
1409.30   2162.54     0.15    -0.01   22.973   0.035   22.555    single  isolate  1  0  1236  64 
 649.23    404.14    -0.01    -0.00   23.031   0.036   22.978    single  isolate  0  0  1236  64 
1626.79   2980.32    -0.06    -0.04   23.046   0.036   23.143  multiple  deblend  0  0  1236  64 
 417.89   3238.36    -0.11    -0.04   23.044   0.036   23.093    single  isolate  0  0  1236  64 
 302.12   3902.85     0.04    -0.09   22.987   0.035   23.032    single  isolate  0  0  1236  64 
1365.46   3798.82     0.09     0.01   23.063   0.036   23.284    single  isolate  0  0  1236  64 
  75.44   2229.77    -0.06     0.04   22.979   0.035   23.166    single  isolate  0  0  1236  64 
 816.42   3888.02    -0.01    -0.04   22.963   0.035   22.891    single  isolate  0  0  1236  64 
 713.70   2789.23    -0.06     0.01   23.005   0.035   23.050    single  isolate  0  0  1236  64 
 713.70   2789.23    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  64 
