# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
1258.49    652.71    -0.13     1.27   24.905   0.148   24.353    single  isolate  1  0  1236  26 
1171.30   1266.32    -0.48     0.42   24.893   0.146   24.989    single  isolate  0  0  1236  26 
1832.68   3210.27    -0.39    -0.50   24.918   0.153   25.161    single  isolate  0  0  1236  26 
 495.98   3174.41    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 839.22   1590.61    -0.30     0.21   25.064   0.170   25.908    single  deblend  0  0  1236  26 
1180.75   3914.05    -0.54    -0.03   24.844   0.142   25.022    single  isolate  0  0  1236  26 
1267.62    325.56    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1351.36   2079.68    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1817.65   3132.53    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 720.39   3175.70    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1526.89   1483.68     0.07    -0.09   24.951   0.156   25.166    single  deblend  0  0  1236  26 
1792.41   2873.81    -0.59     0.36   24.764   0.133   24.572    single  isolate  0  0  1236  26 
1476.85    542.69     0.55    -0.45   24.994   0.161   24.255    single  isolate  1  0  1236  26 
 352.20   2717.10    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 299.89   3708.59     0.79    -0.72   23.849   0.061   23.374    single  isolate  1  0  1236  26 
1832.72   2256.12    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1197.13   3671.34    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 718.12   2381.05     0.48    -0.41   24.913   0.149   24.519    single  isolate  1  0  1236  26 
1915.36    143.70    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1095.51    207.96    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 851.34   2255.34    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 225.78   2225.78    -1.14    -0.23   25.034   0.165   25.452    single  isolate  1  0  1236  26 
  26.26   3215.00    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1424.21    975.52    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1202.65   1099.39    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 314.84   3974.82     0.91    -0.03   24.858   0.144      nan  multiple  deblend  0  0  1236  26 
1172.18   2558.52    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 127.55   2359.98    -0.31    -0.10   25.021   0.164   26.321    single  isolate  0  0  1236  26 
1006.60   2436.36    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
  59.35    366.20    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 597.78    514.47    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1843.14    418.08    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 918.97   1960.33    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
 227.57    323.79     0.28     0.18   24.729   0.124   23.613    single  isolate  1  0  1236  26 
1603.79    938.76    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
1521.32   1254.48    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  26 
