# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  SincMag  Matched   Deblend   Extended   nChild  Visit  CCD
1258.49    652.71    -0.59     0.25   24.979   0.151   24.816    single  isolate  0  0  1236  24 
1171.30   1266.32    -0.14    -0.11   24.851   0.133   24.646    single  isolate  0  0  1236  24 
1832.68   3210.27    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  24 
 495.98   3174.41     0.31    -0.07   24.993   0.146   26.443    single  isolate  0  0  1236  24 
 839.22   1590.61     0.36    -0.02   25.070   0.160   25.499    single  isolate  0  0  1236  24 
1180.75   3914.05    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  24 
1267.62    325.56     0.07     0.12   25.054   0.162   26.873    single  isolate  0  0  1236  24 
1351.36   2079.68    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  24 
1817.65   3132.53     1.49     0.18   24.791   0.124   24.181    single  isolate  1  0  1236  24 
 720.39   3175.70     0.18     0.73   24.864   0.130   25.132    single  deblend  1  0  1236  24 
1526.89   1483.68     0.40     0.17   25.107   0.168   24.693    single  isolate  0  0  1236  24 
1792.41   2873.81    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  24 
1476.85    542.69    -0.20    -0.12   24.945   0.147   24.449    single  isolate  0  0  1236  24 
 352.20   2717.10    -0.42    -0.99   25.051   0.154   25.350    single  isolate  0  0  1236  24 
 299.89   3708.59     0.76    -0.20   24.990   0.144   25.261    single  deblend  0  0  1236  24 
1832.72   2256.12     0.87     0.10   24.898   0.138   25.250    single  deblend  1  0  1236  24 
1197.13   3671.34    -0.07    -0.22   25.083   0.159   25.698    single  isolate  1  0  1236  24 
 718.12   2381.05    -0.22    -0.42   24.695   0.113   25.144    single  isolate  0  0  1236  24 
1915.36    143.70    -0.75    -0.41   24.809   0.133   25.208    single  isolate  0  0  1236  24 
1095.51    207.96    -0.10     0.11   24.566   0.104   24.881    single  isolate  1  0  1236  24 
 851.34   2255.34    -0.00     0.11   24.967   0.144   24.794    single  isolate  0  0  1236  24 
 225.78   2225.78     0.27     0.03   24.904   0.135   27.279    single  isolate  1  0  1236  24 
  26.26   3215.00    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  24 
1424.21    975.52    -0.38    -0.14   24.995   0.152   25.924    single  isolate  0  0  1236  24 
1202.65   1099.39     0.06    -0.02   24.983   0.150   25.886    single  deblend  0  0  1236  24 
 314.84   3974.82    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  24 
1172.18   2558.52     0.19     0.34   24.896   0.136   25.185    single  isolate  0  0  1236  24 
 127.55   2359.98     0.19     0.10   24.994   0.146   25.132    single  isolate  0  0  1236  24 
1006.60   2436.36     0.03    -0.72   25.103   0.163   25.779    single  isolate  0  0  1236  24 
  59.35    366.20     0.21    -0.36   25.031   0.153   24.278    single  isolate  1  0  1236  24 
 597.78    514.47    -0.09     0.02   24.879   0.136   25.459    single  isolate  0  0  1236  24 
1843.14    418.08    -1.00    -1.00    0.000   0.000   -1.000   nomatch  isolate  -1  -1  1236  24 
 918.97   1960.33     0.49    -0.82   24.769   0.121   24.775    single  deblend  1  0  1236  24 
 227.57    323.79    -0.11    -0.03   25.009   0.151   25.528    single  isolate  0  0  1236  24 
